when,plate,k,n_frames,obs,kind,i,j,dL_meas_nH,dL_model_nH,diff_nH,sigma_nH,note
2026-09-14 12:18:56,D,3,100,55,edge,14,15,-0.10330,-0.10329,-0.00001,0.00038,
2026-09-14 12:18:56,D,3,100,56,edge,14,17,1.48552,1.48562,-0.00010,0.00038,
2026-09-14 12:18:56,D,3,100,57,edge,14,18,2.38068,2.38073,-0.00005,0.00044,
2026-09-14 12:18:56,D,3,100,58,edge,15,18,0.56075,0.56082,-0.00007,0.00042,
2026-09-14 12:18:56,D,3,100,59,edge,16,17,1.44660,1.44661,-0.00001,0.00037,
2026-09-14 12:18:56,D,3,100,60,edge,17,18,0.76396,0.76410,-0.00014,0.00034,
2026-09-14 12:18:59,D,4,100,0,self,0,0,-0.30050,-0.29877,-0.00173,0.02290,
2026-09-14 12:18:59,D,4,100,1,self,1,1,-7.50937,-7.50944,0.00007,0.02184,
2026-09-14 12:18:59,D,4,100,2,self,2,2,-96.49617,-96.49697,0.00080,0.02365,
2026-09-14 12:18:59,D,4,100,3,self,3,3,-33.71478,-33.71457,-0.00020,0.02712,
2026-09-14 12:18:59,D,4,100,4,self,4,4,-0.32170,-0.32311,0.00141,0.02443,
2026-09-14 12:18:59,D,4,100,5,self,5,5,-0.31977,-0.32307,0.00329,0.02268,
2026-09-14 12:18:59,D,4,100,6,self,6,6,-0.06356,-0.06778,0.00422,0.02369,
2026-09-14 12:18:59,D,4,100,7,self,7,7,-18.34193,-18.34078,-0.00115,0.02343,
2026-09-14 12:18:59,D,4,100,8,self,8,8,-0.31518,-0.31999,0.00481,0.02406,
2026-09-14 12:18:59,D,4,100,9,self,9,9,-0.07013,-0.06592,-0.00420,0.02369,
2026-09-14 12:18:59,D,4,100,10,self,10,10,-0.26450,-0.26830,0.00380,0.02266,
2026-09-14 12:18:59,D,4,100,11,self,11,11,-52.98762,-52.98663,-0.00099,0.02227,
2026-09-14 12:18:59,D,4,100,12,self,12,12,-0.03583,-0.03881,0.00298,0.02511,
2026-09-14 12:18:59,D,4,100,13,self,13,13,-0.26578,-0.26107,-0.00471,0.02437,
2026-09-14 12:18:59,D,4,100,14,self,14,14,-0.26575,-0.26882,0.00307,0.02240,
2026-09-14 12:18:59,D,4,100,15,self,15,15,-19.65496,-19.65774,0.00278,0.02137,
2026-09-14 12:18:59,D,4,100,16,self,16,16,-52.98804,-52.98444,-0.00359,0.02261,
2026-09-14 12:18:59,D,4,100,17,self,17,17,-19.65961,-19.65752,-0.00208,0.02608,
2026-09-14 12:18:59,D,4,100,18,self,18,18,-0.23767,-0.24139,0.00372,0.02316,
2026-09-14 12:18:59,D,4,100,19,edge,0,1,0.10171,0.10174,-0.00002,0.00037,
2026-09-14 12:18:59,D,4,100,20,edge,0,3,3.06835,3.06842,-0.00007,0.00033,
2026-09-14 12:18:59,D,4,100,21,edge,0,4,-0.30612,-0.30601,-0.00012,0.00047,
2026-09-14 12:18:59,D,4,100,22,edge,1,2,1.63604,1.63604,-0.00000,0.00035,
2026-09-14 12:18:59,D,4,100,23,edge,1,4,0.09111,0.09109,0.00002,0.00040,
2026-09-14 12:18:59,D,4,100,24,edge,1,5,0.07824,0.07825,-0.00000,0.00042,
2026-09-14 12:18:59,D,4,100,25,edge,2,5,5.17380,5.17379,0.00002,0.00042,
2026-09-14 12:18:59,D,4,100,26,edge,2,6,2.01150,2.01153,-0.00003,0.00037,
2026-09-14 12:18:59,D,4,100,27,edge,3,4,3.07002,3.07015,-0.00013,0.00033,
2026-09-14 12:18:59,D,4,100,28,edge,3,7,2.23871,2.23872,-0.00002,0.00034,
2026-09-14 12:18:59,D,4,100,29,edge,3,8,3.06182,3.06191,-0.00009,0.00035,
2026-09-14 12:18:59,D,4,100,30,edge,4,5,-0.14758,-0.14775,0.00017,0.00045,
2026-09-14 12:18:59,D,4,100,31,edge,4,8,-0.31001,-0.30992,-0.00009,0.00048,
2026-09-14 12:18:59,D,4,100,32,edge,4,9,-0.10274,-0.10269,-0.00005,0.00042,
2026-09-14 12:18:59,D,4,100,33,edge,5,6,-0.13850,-0.13846,-0.00004,0.00030,
2026-09-14 12:18:59,D,4,100,34,edge,5,9,-0.09029,-0.09019,-0.00009,0.00043,
2026-09-14 12:18:59,D,4,100,35,edge,5,10,-0.16829,-0.16824,-0.00005,0.00048,
2026-09-14 12:18:59,D,4,100,36,edge,6,10,-0.10338,-0.10329,-0.00009,0.00041,
2026-09-14 12:18:59,D,4,100,37,edge,6,11,0.56073,0.56082,-0.00010,0.00041,
2026-09-14 12:18:59,D,4,100,38,edge,7,8,0.02404,0.02410,-0.00006,0.00047,
2026-09-14 12:18:59,D,4,100,39,edge,7,12,-0.37954,-0.37953,-0.00001,0.00037,
2026-09-14 12:18:59,D,4,100,40,edge,8,9,-0.10401,-0.10398,-0.00003,0.00039,
2026-09-14 12:18:59,D,4,100,41,edge,8,12,-0.08137,-0.08140,0.00003,0.00037,
2026-09-14 12:18:59,D,4,100,42,edge,8,13,-0.14288,-0.14294,0.00006,0.00046,
2026-09-14 12:18:59,D,4,100,43,edge,9,10,-0.09990,-0.09992,0.00002,0.00042,
2026-09-14 12:18:59,D,4,100,44,edge,9,13,-0.09843,-0.09843,-0.00000,0.00041,
2026-09-14 12:18:59,D,4,100,45,edge,9,14,-0.10649,-0.10653,0.00004,0.00038,
2026-09-14 12:18:59,D,4,100,46,edge,10,11,2.38066,2.38073,-0.00007,0.00050,
2026-09-14 12:18:59,D,4,100,47,edge,10,14,-0.20792,-0.20778,-0.00013,0.00042,
2026-09-14 12:18:59,D,4,100,48,edge,10,15,1.48553,1.48562,-0.00009,0.00037,
2026-09-14 12:18:59,D,4,100,49,edge,11,15,0.76401,0.76410,-0.00009,0.00040,
2026-09-14 12:18:59,D,4,100,50,edge,12,13,-0.07091,-0.07092,0.00001,0.00042,
2026-09-14 12:18:59,D,4,100,51,edge,12,16,0.57779,0.57782,-0.00003,0.00041,
2026-09-14 12:18:59,D,4,100,52,edge,13,14,-0.20677,-0.20657,-0.00020,0.00048,
2026-09-14 12:18:59,D,4,100,53,edge,13,16,2.38469,2.38480,-0.00010,0.00044,
2026-09-14 12:18:59,D,4,100,54,edge,13,17,1.48678,1.48690,-0.00012,0.00033,
2026-09-14 12:18:59,D,4,100,55,edge,14,15,1.44706,1.44712,-0.00006,0.00040,
2026-09-14 12:18:59,D,4,100,56,edge,14,17,1.44720,1.44728,-0.00008,0.00037,
2026-09-14 12:18:59,D,4,100,57,edge,14,18,-0.25024,-0.25019,-0.00005,0.00051,
2026-09-14 12:18:59,D,4,100,58,edge,15,18,1.44653,1.44661,-0.00008,0.00032,
2026-09-14 12:18:59,D,4,100,59,edge,16,17,0.76478,0.76486,-0.00008,0.00041,
2026-09-14 12:18:59,D,4,100,60,edge,17,18,1.44653,1.44661,-0.00008,0.00034,
2026-09-14 12:19:02,D,5,100,0,self,0,0,-96.49826,-96.49697,-0.00129,0.02204,
2026-09-14 12:19:02,D,5,100,1,self,1,1,-0.06826,-0.06778,-0.00048,0.02151,
2026-09-14 12:19:02,D,5,100,2,self,2,2,-52.98327,-52.98663,0.00335,0.02276,
2026-09-14 12:19:02,D,5,100,3,self,3,3,-7.50895,-7.50944,0.00049,0.02448,
2026-09-14 12:19:02,D,5,100,4,self,4,4,-0.32028,-0.32307,0.00278,0.02524,
2026-09-14 12:19:02,D,5,100,5,self,5,5,-0.26719,-0.26830,0.00111,0.02441,
2026-09-14 12:19:02,D,5,100,6,self,6,6,-19.66082,-19.65774,-0.00308,0.02223,
2026-09-14 12:19:02,D,5,100,7,self,7,7,-0.30393,-0.29877,-0.00515,0.02323,
2026-09-14 12:19:02,D,5,100,8,self,8,8,-0.31810,-0.32311,0.00501,0.02252,
2026-09-14 12:19:02,D,5,100,9,self,9,9,-0.06791,-0.06592,-0.00199,0.02263,
2026-09-14 12:19:02,D,5,100,10,self,10,10,-0.26051,-0.26882,0.00831,0.02345,
2026-09-14 12:19:02,D,5,100,11,self,11,11,-0.23815,-0.24139,0.00323,0.02275,
2026-09-14 12:19:02,D,5,100,12,self,12,12,-33.70698,-33.71457,0.00759,0.02306,
2026-09-14 12:19:02,D,5,100,13,self,13,13,-0.32079,-0.31999,-0.00080,0.02195,
2026-09-14 12:19:02,D,5,100,14,self,14,14,-0.25832,-0.26107,0.00276,0.02431,
2026-09-14 12:19:02,D,5,100,15,self,15,15,-19.65151,-19.65752,0.00602,0.02706,
2026-09-14 12:19:02,D,5,100,16,self,16,16,-18.34609,-18.34078,-0.00530,0.02481,
2026-09-14 12:19:02,D,5,100,17,self,17,17,-0.03736,-0.03881,0.00145,0.02342,
2026-09-14 12:19:02,D,5,100,18,self,18,18,-52.98761,-52.98444,-0.00316,0.02357,
2026-09-14 12:19:02,D,5,100,19,edge,0,1,2.01142,2.01153,-0.00011,0.00037,
2026-09-14 12:19:02,D,5,100,20,edge,0,3,1.63592,1.63604,-0.00011,0.00035,
2026-09-14 12:19:02,D,5,100,21,edge,0,4,5.17374,5.17379,-0.00005,0.00042,
2026-09-14 12:19:02,D,5,100,22,edge,1,2,0.56078,0.56082,-0.00005,0.00038,
2026-09-14 12:19:02,D,5,100,23,edge,1,4,-0.13850,-0.13846,-0.00004,0.00043,
2026-09-14 12:19:02,D,5,100,24,edge,1,5,-0.10328,-0.10329,0.00001,0.00043,
2026-09-14 12:19:02,D,5,100,25,edge,2,5,2.38070,2.38073,-0.00002,0.00046,
2026-09-14 12:19:02,D,5,100,26,edge,2,6,0.76414,0.76410,0.00004,0.00038,
2026-09-14 12:19:02,D,5,100,27,edge,3,4,0.07816,0.07825,-0.00008,0.00040,
2026-09-14 12:19:02,D,5,100,28,edge,3,7,0.10171,0.10174,-0.00003,0.00039,
2026-09-14 12:19:02,D,5,100,29,edge,3,8,0.09106,0.09109,-0.00003,0.00037,
2026-09-14 12:19:02,D,5,100,30,edge,4,5,-0.16829,-0.16824,-0.00005,0.00047,
2026-09-14 12:19:02,D,5,100,31,edge,4,8,-0.14775,-0.14775,0.00000,0.00048,
2026-09-14 12:19:02,D,5,100,32,edge,4,9,-0.09018,-0.09019,0.00001,0.00040,
2026-09-14 12:19:02,D,5,100,33,edge,5,6,1.48556,1.48562,-0.00007,0.00033,
2026-09-14 12:19:02,D,5,100,34,edge,5,9,-0.10003,-0.09992,-0.00010,0.00043,
2026-09-14 12:19:02,D,5,100,35,edge,5,10,-0.20779,-0.20778,-0.00001,0.00049,
2026-09-14 12:19:02,D,5,100,36,edge,6,10,1.44707,1.44712,-0.00006,0.00043,
2026-09-14 12:19:02,D,5,100,37,edge,6,11,1.44658,1.44661,-0.00003,0.00038,
2026-09-14 12:19:02,D,5,100,38,edge,7,8,-0.30597,-0.30601,0.00004,0.00043,
2026-09-14 12:19:02,D,5,100,39,edge,7,12,3.06846,3.06842,0.00004,0.00037,
2026-09-14 12:19:02,D,5,100,40,edge,8,9,-0.10262,-0.10269,0.00007,0.00039,
2026-09-14 12:19:02,D,5,100,41,edge,8,12,3.07007,3.07015,-0.00008,0.00044,
2026-09-14 12:19:02,D,5,100,42,edge,8,13,-0.30987,-0.30992,0.00005,0.00047,
2026-09-14 12:19:02,D,5,100,43,edge,9,10,-0.10647,-0.10653,0.00007,0.00036,
2026-09-14 12:19:02,D,5,100,44,edge,9,13,-0.10400,-0.10398,-0.00001,0.00042,
2026-09-14 12:19:02,D,5,100,45,edge,9,14,-0.09844,-0.09843,-0.00001,0.00042,
2026-09-14 12:19:02,D,5,100,46,edge,10,11,-0.25030,-0.25019,-0.00011,0.00053,
2026-09-14 12:19:02,D,5,100,47,edge,10,14,-0.20656,-0.20657,0.00001,0.00050,
2026-09-14 12:19:02,D,5,100,48,edge,10,15,1.44720,1.44728,-0.00008,0.00036,
2026-09-14 12:19:02,D,5,100,49,edge,11,15,1.44645,1.44661,-0.00016,0.00040,
2026-09-14 12:19:02,D,5,100,50,edge,12,13,3.06188,3.06191,-0.00003,0.00037,
2026-09-14 12:19:02,D,5,100,51,edge,12,16,2.23864,2.23872,-0.00008,0.00037,
2026-09-14 12:19:02,D,5,100,52,edge,13,14,-0.14300,-0.14294,-0.00006,0.00046,
2026-09-14 12:19:02,D,5,100,53,edge,13,16,0.02408,0.02410,-0.00002,0.00041,
2026-09-14 12:19:02,D,5,100,54,edge,13,17,-0.08144,-0.08140,-0.00004,0.00040,
2026-09-14 12:19:02,D,5,100,55,edge,14,15,1.48681,1.48690,-0.00009,0.00041,
2026-09-14 12:19:02,D,5,100,56,edge,14,17,-0.07097,-0.07092,-0.00004,0.00042,
2026-09-14 12:19:02,D,5,100,57,edge,14,18,2.38475,2.38480,-0.00004,0.00047,
2026-09-14 12:19:02,D,5,100,58,edge,15,18,0.76484,0.76486,-0.00003,0.00040,
2026-09-14 12:19:02,D,5,100,59,edge,16,17,-0.37957,-0.37953,-0.00004,0.00043,
2026-09-14 12:19:02,D,5,100,60,edge,17,18,0.57771,0.57782,-0.00011,0.00039,
2026-09-14 12:19:05,B2,0,100,0,self,0,0,-53.02485,-53.02687,0.00202,0.02264,
2026-09-14 12:19:05,B2,0,100,1,self,1,1,-19.71184,-19.71021,-0.00164,0.02231,
2026-09-14 12:19:05,B2,0,100,2,self,2,2,-53.02650,-53.02687,0.00037,0.02270,
2026-09-14 12:19:05,B2,0,100,3,self,3,3,-19.71203,-19.71021,-0.00182,0.02267,
2026-09-14 12:19:05,B2,0,100,4,self,4,4,-53.05199,-53.05475,0.00276,0.02567,
2026-09-14 12:19:05,B2,0,100,5,self,5,5,-53.05590,-53.05475,-0.00115,0.02433,
2026-09-14 12:19:05,B2,0,100,6,self,6,6,-19.71118,-19.71021,-0.00097,0.02063,
2026-09-14 12:19:05,B2,0,100,7,self,7,7,-53.02688,-53.02687,-0.00001,0.02284,
2026-09-14 12:19:05,B2,0,100,8,self,8,8,-53.04973,-53.05475,0.00502,0.02271,
2026-09-14 12:19:05,B2,0,100,9,self,9,9,-19.76139,-19.75694,-0.00445,0.02162,
2026-09-14 12:19:05,B2,0,100,10,self,10,10,-53.04771,-53.05475,0.00704,0.02276,
2026-09-14 12:19:05,B2,0,100,11,self,11,11,-53.02722,-53.02687,-0.00034,0.02587,
2026-09-14 12:19:05,B2,0,100,12,self,12,12,-19.70449,-19.71021,0.00571,0.02470,
2026-09-14 12:19:05,B2,0,100,13,self,13,13,-53.05250,-53.05475,0.00225,0.02035,
2026-09-14 12:19:05,B2,0,100,14,self,14,14,-53.04661,-53.05475,0.00814,0.02622,
2026-09-14 12:19:05,B2,0,100,15,self,15,15,-19.70755,-19.71021,0.00266,0.02455,
2026-09-14 12:19:05,B2,0,100,16,self,16,16,-53.02788,-53.02687,-0.00101,0.02427,
2026-09-14 12:19:05,B2,0,100,17,self,17,17,-19.70811,-19.71021,0.00210,0.02524,
2026-09-14 12:19:05,B2,0,100,18,self,18,18,-53.02252,-53.02687,0.00435,0.02051,
2026-09-14 12:19:05,B2,0,100,19,edge,0,1,0.76392,0.76401,-0.00009,0.00039,
2026-09-14 12:19:05,B2,0,100,20,edge,0,3,0.76384,0.76401,-0.00018,0.00036,
2026-09-14 12:19:05,B2,0,100,21,edge,0,4,2.66853,2.66866,-0.00013,0.00036,
2026-09-14 12:19:05,B2,0,100,22,edge,1,2,0.76403,0.76401,0.00002,0.00037,
2026-09-14 12:19:05,B2,0,100,23,edge,1,4,0.75146,0.75160,-0.00014,0.00036,
2026-09-14 12:19:05,B2,0,100,24,edge,1,5,0.75153,0.75160,-0.00006,0.00035,
2026-09-14 12:19:05,B2,0,100,25,edge,2,5,2.66855,2.66866,-0.00011,0.00048,
2026-09-14 12:19:05,B2,0,100,26,edge,2,6,0.76395,0.76401,-0.00006,0.00033,
2026-09-14 12:19:05,B2,0,100,27,edge,3,4,0.75146,0.75160,-0.00013,0.00036,
2026-09-14 12:19:05,B2,0,100,28,edge,3,7,0.76394,0.76401,-0.00007,0.00036,
2026-09-14 12:19:05,B2,0,100,29,edge,3,8,0.75140,0.75160,-0.00020,0.00038,
2026-09-14 12:19:05,B2,0,100,30,edge,4,5,2.65392,2.65403,-0.00012,0.00043,
2026-09-14 12:19:05,B2,0,100,31,edge,4,8,2.65387,2.65403,-0.00017,0.00044,
2026-09-14 12:19:05,B2,0,100,32,edge,4,9,0.76031,0.76048,-0.00017,0.00038,
2026-09-14 12:19:05,B2,0,100,33,edge,5,6,0.75146,0.75160,-0.00014,0.00034,
2026-09-14 12:19:05,B2,0,100,34,edge,5,9,0.76029,0.76048,-0.00019,0.00032,
2026-09-14 12:19:05,B2,0,100,35,edge,5,10,2.65389,2.65403,-0.00015,0.00043,
2026-09-14 12:19:05,B2,0,100,36,edge,6,10,0.75145,0.75160,-0.00015,0.00036,
2026-09-14 12:19:05,B2,0,100,37,edge,6,11,0.76388,0.76401,-0.00013,0.00039,
2026-09-14 12:19:05,B2,0,100,38,edge,7,8,2.66866,2.66866,0.00001,0.00046,
2026-09-14 12:19:05,B2,0,100,39,edge,7,12,0.76398,0.76401,-0.00003,0.00034,
2026-09-14 12:19:05,B2,0,100,40,edge,8,9,0.76030,0.76048,-0.00018,0.00039,
2026-09-14 12:19:05,B2,0,100,41,edge,8,12,0.75151,0.75160,-0.00009,0.00037,
2026-09-14 12:19:05,B2,0,100,42,edge,8,13,2.65399,2.65403,-0.00005,0.00051,
2026-09-14 12:19:05,B2,0,100,43,edge,9,10,0.76044,0.76048,-0.00004,0.00041,
2026-09-14 12:19:05,B2,0,100,44,edge,9,13,0.76034,0.76048,-0.00014,0.00039,
2026-09-14 12:19:05,B2,0,100,45,edge,9,14,0.76037,0.76048,-0.00011,0.00037,
2026-09-14 12:19:05,B2,0,100,46,edge,10,11,2.66858,2.66866,-0.00008,0.00048,
2026-09-14 12:19:05,B2,0,100,47,edge,10,14,2.65391,2.65403,-0.00012,0.00041,
2026-09-14 12:19:05,B2,0,100,48,edge,10,15,0.75142,0.75160,-0.00017,0.00038,
2026-09-14 12:19:05,B2,0,100,49,edge,11,15,0.76400,0.76401,-0.00001,0.00038,
2026-09-14 12:19:05,B2,0,100,50,edge,12,13,0.75141,0.75160,-0.00019,0.00039,
2026-09-14 12:19:05,B2,0,100,51,edge,12,16,0.76395,0.76401,-0.00006,0.00040,
2026-09-14 12:19:05,B2,0,100,52,edge,13,14,2.65375,2.65403,-0.00029,0.00043,
2026-09-14 12:19:05,B2,0,100,53,edge,13,16,2.66856,2.66866,-0.00010,0.00044,
2026-09-14 12:19:05,B2,0,100,54,edge,13,17,0.75148,0.75160,-0.00012,0.00041,
2026-09-14 12:19:05,B2,0,100,55,edge,14,15,0.75142,0.75160,-0.00018,0.00039,
2026-09-14 12:19:05,B2,0,100,56,edge,14,17,0.75136,0.75160,-0.00023,0.00040,
2026-09-14 12:19:05,B2,0,100,57,edge,14,18,2.66863,2.66866,-0.00002,0.00049,
2026-09-14 12:19:05,B2,0,100,58,edge,15,18,0.76400,0.76401,-0.00001,0.00036,
2026-09-14 12:19:05,B2,0,100,59,edge,16,17,0.76389,0.76401,-0.00012,0.00041,
2026-09-14 12:19:05,B2,0,100,60,edge,17,18,0.76388,0.76401,-0.00013,0.00041,
2026-09-14 12:19:09,B1,0,100,0,self,0,0,-96.58240,-96.58184,-0.00056,0.02434,
2026-09-14 12:19:09,B1,0,100,1,self,1,1,-33.71922,-33.71765,-0.00157,0.02094,
2026-09-14 12:19:09,B1,0,100,2,self,2,2,-96.58144,-96.58184,0.00040,0.02533,
2026-09-14 12:19:09,B1,0,100,3,self,3,3,-33.71375,-33.71765,0.00390,0.02316,
2026-09-14 12:19:09,B1,0,100,4,self,4,4,-96.67414,-96.67401,-0.00014,0.02555,
2026-09-14 12:19:09,B1,0,100,5,self,5,5,-96.67112,-96.67401,0.00289,0.02512,
2026-09-14 12:19:09,B1,0,100,6,self,6,6,-33.71894,-33.71765,-0.00129,0.02653,
2026-09-14 12:19:09,B1,0,100,7,self,7,7,-96.58281,-96.58184,-0.00096,0.02463,
2026-09-14 12:19:09,B1,0,100,8,self,8,8,-96.67299,-96.67401,0.00101,0.02270,
2026-09-14 12:19:09,B1,0,100,9,self,9,9,-33.75739,-33.75615,-0.00125,0.02297,
2026-09-14 12:19:09,B1,0,100,10,self,10,10,-96.66529,-96.67401,0.00871,0.02359,
2026-09-14 12:19:09,B1,0,100,11,self,11,11,-96.58415,-96.58184,-0.00231,0.02272,
2026-09-14 12:19:09,B1,0,100,12,self,12,12,-33.71139,-33.71765,0.00626,0.02308,
2026-09-14 12:19:09,B1,0,100,13,self,13,13,-96.67850,-96.67401,-0.00450,0.02049,
2026-09-14 12:19:09,B1,0,100,14,self,14,14,-96.67300,-96.67401,0.00101,0.02286,
2026-09-14 12:19:09,B1,0,100,15,self,15,15,-33.71551,-33.71765,0.00214,0.02362,
2026-09-14 12:19:09,B1,0,100,16,self,16,16,-96.59046,-96.58184,-0.00861,0.02083,
2026-09-14 12:19:09,B1,0,100,17,self,17,17,-33.71547,-33.71765,0.00218,0.02075,
2026-09-14 12:19:09,B1,0,100,18,self,18,18,-96.58228,-96.58184,-0.00044,0.02206,
2026-09-14 12:19:09,B1,0,100,19,edge,0,1,2.77138,2.77153,-0.00015,0.00036,
2026-09-14 12:19:09,B1,0,100,20,edge,0,3,2.77126,2.77153,-0.00027,0.00036,
2026-09-14 12:19:09,B1,0,100,21,edge,0,4,6.40026,6.40052,-0.00026,0.00048,
2026-09-14 12:19:09,B1,0,100,22,edge,1,2,2.77150,2.77153,-0.00003,0.00037,
2026-09-14 12:19:09,B1,0,100,23,edge,1,4,2.74524,2.74551,-0.00027,0.00037,
2026-09-14 12:19:09,B1,0,100,24,edge,1,5,2.74521,2.74551,-0.00030,0.00040,
2026-09-14 12:19:09,B1,0,100,25,edge,2,5,6.40035,6.40052,-0.00017,0.00037,
2026-09-14 12:19:09,B1,0,100,26,edge,2,6,2.77143,2.77153,-0.00010,0.00034,
2026-09-14 12:19:09,B1,0,100,27,edge,3,4,2.74529,2.74551,-0.00022,0.00034,
2026-09-14 12:19:09,B1,0,100,28,edge,3,7,2.77137,2.77153,-0.00016,0.00038,
2026-09-14 12:19:09,B1,0,100,29,edge,3,8,2.74514,2.74551,-0.00037,0.00035,
2026-09-14 12:19:09,B1,0,100,30,edge,4,5,6.35362,6.35390,-0.00027,0.00042,
2026-09-14 12:19:09,B1,0,100,31,edge,4,8,6.35357,6.35390,-0.00033,0.00039,
2026-09-14 12:19:09,B1,0,100,32,edge,4,9,2.73747,2.73781,-0.00034,0.00037,
2026-09-14 12:19:09,B1,0,100,33,edge,5,6,2.74525,2.74551,-0.00026,0.00035,
2026-09-14 12:19:09,B1,0,100,34,edge,5,9,2.73749,2.73781,-0.00032,0.00034,
2026-09-14 12:19:09,B1,0,100,35,edge,5,10,6.35366,6.35390,-0.00024,0.00039,
2026-09-14 12:19:09,B1,0,100,36,edge,6,10,2.74520,2.74551,-0.00031,0.00033,
2026-09-14 12:19:09,B1,0,100,37,edge,6,11,2.77140,2.77153,-0.00013,0.00039,
2026-09-14 12:19:09,B1,0,100,38,edge,7,8,6.40035,6.40052,-0.00017,0.00041,
2026-09-14 12:19:09,B1,0,100,39,edge,7,12,2.77149,2.77153,-0.00004,0.00036,
2026-09-14 12:19:09,B1,0,100,40,edge,8,9,2.73754,2.73781,-0.00026,0.00039,
2026-09-14 12:19:09,B1,0,100,41,edge,8,12,2.74529,2.74551,-0.00022,0.00034,
2026-09-14 12:19:09,B1,0,100,42,edge,8,13,6.35374,6.35390,-0.00015,0.00042,
2026-09-14 12:19:09,B1,0,100,43,edge,9,10,2.73760,2.73781,-0.00021,0.00031,
2026-09-14 12:19:09,B1,0,100,44,edge,9,13,2.73749,2.73781,-0.00032,0.00038,
2026-09-14 12:19:09,B1,0,100,45,edge,9,14,2.73752,2.73781,-0.00029,0.00036,
2026-09-14 12:19:09,B1,0,100,46,edge,10,11,6.40037,6.40052,-0.00015,0.00038,
2026-09-14 12:19:09,B1,0,100,47,edge,10,14,6.35351,6.35390,-0.00039,0.00041,
2026-09-14 12:19:09,B1,0,100,48,edge,10,15,2.74522,2.74551,-0.00029,0.00039,
2026-09-14 12:19:09,B1,0,100,49,edge,11,15,2.77130,2.77153,-0.00023,0.00034,
2026-09-14 12:19:09,B1,0,100,50,edge,12,13,2.74518,2.74551,-0.00033,0.00038,
2026-09-14 12:19:09,B1,0,100,51,edge,12,16,2.77141,2.77153,-0.00012,0.00038,
2026-09-14 12:19:09,B1,0,100,52,edge,13,14,6.35355,6.35390,-0.00035,0.00039,
2026-09-14 12:19:09,B1,0,100,53,edge,13,16,6.40030,6.40052,-0.00022,0.00039,
2026-09-14 12:19:09,B1,0,100,54,edge,13,17,2.74514,2.74551,-0.00037,0.00037,
2026-09-14 12:19:09,B1,0,100,55,edge,14,15,2.74524,2.74551,-0.00027,0.00038,
2026-09-14 12:19:09,B1,0,100,56,edge,14,17,2.74519,2.74551,-0.00032,0.00038,
2026-09-14 12:19:09,B1,0,100,57,edge,14,18,6.40034,6.40052,-0.00018,0.00042,
2026-09-14 12:19:09,B1,0,100,58,edge,15,18,2.77134,2.77153,-0.00019,0.00033,
2026-09-14 12:19:09,B1,0,100,59,edge,16,17,2.77134,2.77153,-0.00019,0.00032,
2026-09-14 12:19:09,B1,0,100,60,edge,17,18,2.77124,2.77153,-0.00029,0.00033,
2026-09-14 12:19:12,B3,0,100,0,self,0,0,-18.20036,-18.20078,0.00042,0.02399,
2026-09-14 12:19:12,B3,0,100,1,self,1,1,-7.63378,-7.63239,-0.00139,0.02462,
2026-09-14 12:19:12,B3,0,100,2,self,2,2,-18.20358,-18.20078,-0.00280,0.02319,
2026-09-14 12:19:12,B3,0,100,3,self,3,3,-7.63350,-7.63239,-0.00111,0.02641,
2026-09-14 12:19:12,B3,0,100,4,self,4,4,-18.24645,-18.24939,0.00294,0.02409,
2026-09-14 12:19:12,B3,0,100,5,self,5,5,-18.24283,-18.24939,0.00655,0.02037,
2026-09-14 12:19:12,B3,0,100,6,self,6,6,-7.63164,-7.63239,0.00075,0.02359,
2026-09-14 12:19:12,B3,0,100,7,self,7,7,-18.20399,-18.20078,-0.00320,0.02092,
2026-09-14 12:19:12,B3,0,100,8,self,8,8,-18.24694,-18.24939,0.00244,0.02479,
2026-09-14 12:19:12,B3,0,100,9,self,9,9,-7.72404,-7.71945,-0.00459,0.02408,
2026-09-14 12:19:12,B3,0,100,10,self,10,10,-18.24261,-18.24939,0.00678,0.02263,
2026-09-14 12:19:12,B3,0,100,11,self,11,11,-18.19854,-18.20078,0.00225,0.02569,
2026-09-14 12:19:12,B3,0,100,12,self,12,12,-7.62664,-7.63239,0.00576,0.02284,
2026-09-14 12:19:12,B3,0,100,13,self,13,13,-18.24445,-18.24939,0.00493,0.02144,
2026-09-14 12:19:12,B3,0,100,14,self,14,14,-18.24251,-18.24939,0.00687,0.02398,
2026-09-14 12:19:12,B3,0,100,15,self,15,15,-7.62482,-7.63239,0.00757,0.02211,
2026-09-14 12:19:12,B3,0,100,16,self,16,16,-18.20176,-18.20078,-0.00097,0.02624,
2026-09-14 12:19:12,B3,0,100,17,self,17,17,-7.63346,-7.63239,-0.00106,0.02406,
2026-09-14 12:19:12,B3,0,100,18,self,18,18,-18.19843,-18.20078,0.00235,0.02204,
2026-09-14 12:19:12,B3,0,100,19,edge,0,1,-0.60931,-0.60927,-0.00004,0.00038,
2026-09-14 12:19:12,B3,0,100,20,edge,0,3,-0.60936,-0.60927,-0.00009,0.00034,
2026-09-14 12:19:12,B3,0,100,21,edge,0,4,-0.19594,-0.19590,-0.00004,0.00045,
2026-09-14 12:19:12,B3,0,100,22,edge,1,2,-0.60911,-0.60927,0.00016,0.00038,
