Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189862
1.359356e+06,-0.000009,-0.258090
1.847850e+06,-0.000016,-0.350836
2.511886e+06,-0.000030,-0.476911
3.414549e+06,-0.000055,-0.648289
4.641589e+06,-0.000101,-0.881249
6.309573e+06,-0.000186,-1.197915
8.576959e+06,-0.000344,-1.628352
1.165914e+07,-0.000636,-2.213408
1.584893e+07,-0.001175,-3.008551
2.154435e+07,-0.002170,-4.089042
2.928645e+07,-0.004007,-5.556831
3.981072e+07,-0.007391,-7.549618
5.411695e+07,-0.013614,-10.252364
7.356423e+07,-0.025009,-13.910999
1.000000e+08,-0.045721,-18.846339
1.359356e+08,-0.082852,-25.462041
1.847850e+08,-0.147823,-34.231532
2.511886e+08,-0.256817,-45.634514
3.414549e+08,-0.427377,-60.004216
4.641589e+08,-0.667255,-77.282186
6.309573e+08,-0.958273,-96.808551
8.576959e+08,-1.252967,-117.412437
1.165914e+09,-1.497878,-137.905607
1.584893e+09,-1.661644,-157.639137
2.154435e+09,-1.738247,-176.687756
2.928645e+09,-1.731855,164.377287
3.981072e+09,-1.645812,144.904517
5.411695e+09,-1.485607,124.603128
7.356423e+09,-1.271232,103.871019
1.000000e+10,-1.042134,83.775894
