Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.186540
1.359356e+06,-0.000008,-0.253574
1.847850e+06,-0.000015,-0.344696
2.511886e+06,-0.000029,-0.468564
3.414549e+06,-0.000053,-0.636944
4.641589e+06,-0.000097,-0.865827
6.309573e+06,-0.000180,-1.176952
8.576959e+06,-0.000332,-1.599859
1.165914e+07,-0.000614,-2.174682
1.584893e+07,-0.001134,-2.955924
2.154435e+07,-0.002095,-4.017543
2.928645e+07,-0.003867,-5.459740
3.981072e+07,-0.007134,-7.417887
5.411695e+07,-0.013143,-10.073921
7.356423e+07,-0.024150,-13.669994
1.000000e+08,-0.044168,-18.522582
1.359356e+08,-0.080101,-25.031324
1.847850e+08,-0.143109,-33.668314
2.511886e+08,-0.249193,-44.919558
3.414549e+08,-0.416165,-59.139697
4.641589e+08,-0.653004,-76.311614
6.309573e+08,-0.943508,-95.826986
8.576959e+08,-1.241249,-116.548380
1.165914e+09,-1.491381,-137.280174
1.584893e+09,-1.659799,-157.335336
2.154435e+09,-1.738384,-176.747486
2.928645e+09,-1.730461,163.944222
3.981072e+09,-1.639605,144.120919
5.411695e+09,-1.472761,123.537773
7.356423e+09,-1.252547,102.645348
1.000000e+10,-1.020675,82.538516
