Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.187211
1.359356e+06,-0.000008,-0.254486
1.847850e+06,-0.000016,-0.345937
2.511886e+06,-0.000029,-0.470251
3.414549e+06,-0.000053,-0.639236
4.641589e+06,-0.000098,-0.868943
6.309573e+06,-0.000181,-1.181188
8.576959e+06,-0.000335,-1.605616
1.165914e+07,-0.000618,-2.182506
1.584893e+07,-0.001142,-2.966557
2.154435e+07,-0.002110,-4.031990
2.928645e+07,-0.003895,-5.479359
3.981072e+07,-0.007186,-7.444507
5.411695e+07,-0.013238,-10.109988
7.356423e+07,-0.024323,-13.718721
1.000000e+08,-0.044482,-18.588080
1.359356e+08,-0.080657,-25.118555
1.847850e+08,-0.144064,-33.782606
2.511886e+08,-0.250745,-45.065165
3.414549e+08,-0.418467,-59.316904
4.641589e+08,-0.655974,-76.512875
6.309573e+08,-0.946665,-96.034883
8.576959e+08,-1.243877,-116.739091
1.165914e+09,-1.492999,-137.431512
1.584893e+09,-1.660434,-157.432907
2.154435e+09,-1.738454,-176.785252
2.928645e+09,-1.730525,163.966213
3.981072e+09,-1.640172,144.197571
5.411695e+09,-1.474115,123.657879
7.356423e+09,-1.254602,102.791106
1.000000e+10,-1.023038,82.689113
