Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.180230
1.359356e+06,-0.000008,-0.244997
1.847850e+06,-0.000014,-0.333038
2.511886e+06,-0.000027,-0.452716
3.414549e+06,-0.000049,-0.615401
4.641589e+06,-0.000091,-0.836544
6.309573e+06,-0.000168,-1.137147
8.576959e+06,-0.000310,-1.545755
1.165914e+07,-0.000573,-2.101146
1.584893e+07,-0.001059,-2.855992
2.154435e+07,-0.001955,-3.881773
2.928645e+07,-0.003610,-5.275362
3.981072e+07,-0.006660,-7.167710
5.411695e+07,-0.012273,-9.734987
7.356423e+07,-0.022561,-13.212110
1.000000e+08,-0.041297,-17.907199
1.359356e+08,-0.075003,-24.211975
1.847850e+08,-0.134344,-32.595438
2.511886e+08,-0.234944,-43.554676
3.414549e+08,-0.395051,-57.484316
4.641589e+08,-0.625910,-74.447388
6.309573e+08,-0.915219,-93.940642
8.576959e+08,-1.218879,-114.902547
1.165914e+09,-1.479485,-136.133647
1.584893e+09,-1.657160,-156.875251
2.154435e+09,-1.739043,-177.074877
2.928645e+09,-1.726446,162.802825
3.981072e+09,-1.623590,142.220299
5.411695e+09,-1.441164,121.044049
7.356423e+09,-1.208050,99.842234
1.000000e+10,-0.970726,79.757995
