Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.182291
1.359356e+06,-0.000008,-0.247798
1.847850e+06,-0.000015,-0.336846
2.511886e+06,-0.000027,-0.457893
3.414549e+06,-0.000050,-0.622437
4.641589e+06,-0.000093,-0.846108
6.309573e+06,-0.000172,-1.150149
8.576959e+06,-0.000317,-1.563427
1.165914e+07,-0.000586,-2.125165
1.584893e+07,-0.001083,-2.888633
2.154435e+07,-0.002000,-3.926120
2.928645e+07,-0.003693,-5.335588
3.981072e+07,-0.006813,-7.249432
5.411695e+07,-0.012554,-9.845712
7.356423e+07,-0.023074,-13.361719
1.000000e+08,-0.042225,-18.108329
1.359356e+08,-0.076652,-24.479911
1.847850e+08,-0.137185,-32.946608
2.511886e+08,-0.239576,-44.002129
3.414549e+08,-0.401947,-58.028366
4.641589e+08,-0.634820,-75.062318
6.309573e+08,-0.924601,-94.565869
8.576959e+08,-1.226369,-115.451312
1.165914e+09,-1.483512,-136.519139
1.584893e+09,-1.658079,-157.033972
2.154435e+09,-1.738840,-176.972569
2.928645e+09,-1.727802,163.174458
3.981072e+09,-1.628939,142.841339
5.411695e+09,-1.451625,121.857132
7.356423e+09,-1.222635,100.752119
1.000000e+10,-0.986939,80.655990
