Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.188655
1.359356e+06,-0.000009,-0.256449
1.847850e+06,-0.000016,-0.348605
2.511886e+06,-0.000029,-0.473878
3.414549e+06,-0.000054,-0.644166
4.641589e+06,-0.000100,-0.875645
6.309573e+06,-0.000184,-1.190298
8.576959e+06,-0.000340,-1.617999
1.165914e+07,-0.000628,-2.199337
1.584893e+07,-0.001160,-2.989429
2.154435e+07,-0.002143,-4.063062
2.928645e+07,-0.003955,-5.521552
3.981072e+07,-0.007297,-7.501749
5.411695e+07,-0.013441,-10.187516
7.356423e+07,-0.024694,-13.823403
1.000000e+08,-0.045151,-18.728633
1.359356e+08,-0.081842,-25.305366
1.847850e+08,-0.146091,-34.026455
2.511886e+08,-0.254011,-45.373678
3.414549e+08,-0.423236,-59.687581
4.641589e+08,-0.661952,-76.923842
6.309573e+08,-0.952682,-96.439960
8.576959e+08,-1.248349,-117.075736
1.165914e+09,-1.495050,-137.639283
1.584893e+09,-1.660534,-157.467644
2.154435e+09,-1.738122,-176.621101
2.928645e+09,-1.731750,164.339280
3.981072e+09,-1.644843,144.770336
5.411695e+09,-1.483261,124.391609
7.356423e+09,-1.267625,103.612690
1.000000e+10,-1.037933,83.507309
