Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.192326
1.359356e+06,-0.000009,-0.261440
1.847850e+06,-0.000016,-0.355389
2.511886e+06,-0.000030,-0.483100
3.414549e+06,-0.000056,-0.656702
4.641589e+06,-0.000103,-0.892685
6.309573e+06,-0.000191,-1.213460
8.576959e+06,-0.000353,-1.649482
1.165914e+07,-0.000653,-2.242125
1.584893e+07,-0.001206,-3.047576
2.154435e+07,-0.002227,-4.142060
2.928645e+07,-0.004111,-5.628824
3.981072e+07,-0.007584,-7.647286
5.411695e+07,-0.013968,-10.384642
7.356423e+07,-0.025655,-14.089600
1.000000e+08,-0.046885,-19.086129
1.359356e+08,-0.084913,-25.780725
1.847850e+08,-0.151344,-34.647499
2.511886e+08,-0.262482,-46.160892
3.414549e+08,-0.435636,-60.637374
4.641589e+08,-0.677615,-77.987034
6.309573e+08,-0.968800,-97.511858
8.576959e+08,-1.261074,-118.017453
1.165914e+09,-1.502112,-138.322303
1.584893e+09,-1.662590,-157.805525
2.154435e+09,-1.738000,-176.570891
2.928645e+09,-1.733132,164.787834
3.981072e+09,-1.651202,145.594791
5.411695e+09,-1.496627,125.522219
7.356423e+09,-1.287324,104.923225
1.000000e+10,-1.060817,84.839427
