Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.182524
1.359356e+06,-0.000008,-0.248115
1.847850e+06,-0.000015,-0.337277
2.511886e+06,-0.000027,-0.458478
3.414549e+06,-0.000050,-0.623233
4.641589e+06,-0.000093,-0.847191
6.309573e+06,-0.000172,-1.151620
8.576959e+06,-0.000318,-1.565426
1.165914e+07,-0.000588,-2.127882
1.584893e+07,-0.001086,-2.892326
2.154435e+07,-0.002005,-3.931138
2.928645e+07,-0.003702,-5.342402
3.981072e+07,-0.006831,-7.258680
5.411695e+07,-0.012586,-9.858243
7.356423e+07,-0.023133,-13.378655
1.000000e+08,-0.042331,-18.131107
1.359356e+08,-0.076842,-24.510279
1.847850e+08,-0.137511,-32.986469
2.511886e+08,-0.240109,-44.053066
3.414549e+08,-0.402746,-58.090652
4.641589e+08,-0.635864,-75.133530
6.309573e+08,-0.925729,-94.640023
8.576959e+08,-1.227323,-115.519884
1.165914e+09,-1.484105,-136.573883
1.584893e+09,-1.658311,-157.069329
2.154435e+09,-1.738864,-176.986099
2.928645e+09,-1.727828,163.182776
3.981072e+09,-1.629156,142.869465
5.411695e+09,-1.452130,121.900649
7.356423e+09,-1.223382,100.804275
1.000000e+10,-0.987779,80.709236
