Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.187688
1.359356e+06,-0.000008,-0.255135
1.847850e+06,-0.000016,-0.346819
2.511886e+06,-0.000029,-0.471450
3.414549e+06,-0.000053,-0.640866
4.641589e+06,-0.000099,-0.871159
6.309573e+06,-0.000182,-1.184199
8.576959e+06,-0.000336,-1.609710
1.165914e+07,-0.000622,-2.188070
1.584893e+07,-0.001148,-2.974119
2.154435e+07,-0.002121,-4.042263
2.928645e+07,-0.003915,-5.493310
3.981072e+07,-0.007223,-7.463437
5.411695e+07,-0.013305,-10.135634
7.356423e+07,-0.024447,-13.753369
1.000000e+08,-0.044705,-18.634648
1.359356e+08,-0.081054,-25.180567
1.847850e+08,-0.144745,-33.863836
2.511886e+08,-0.251851,-45.168608
3.414549e+08,-0.420105,-59.442715
4.641589e+08,-0.658082,-76.655633
6.309573e+08,-0.948901,-96.182173
8.576959e+08,-1.245735,-116.874018
1.165914e+09,-1.494140,-137.538404
1.584893e+09,-1.660880,-157.501639
2.154435e+09,-1.738502,-176.811594
2.928645e+09,-1.730571,163.982222
3.981072e+09,-1.640576,144.252352
5.411695e+09,-1.475079,123.743529
7.356423e+09,-1.256063,102.895031
1.000000e+10,-1.024721,82.796529
