Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.181790
1.359356e+06,-0.000008,-0.247117
1.847850e+06,-0.000015,-0.335920
2.511886e+06,-0.000027,-0.456633
3.414549e+06,-0.000050,-0.620725
4.641589e+06,-0.000092,-0.843782
6.309573e+06,-0.000171,-1.146986
8.576959e+06,-0.000316,-1.559128
1.165914e+07,-0.000583,-2.119322
1.584893e+07,-0.001077,-2.880693
2.154435e+07,-0.001989,-3.915333
2.928645e+07,-0.003673,-5.320939
3.981072e+07,-0.006776,-7.229556
5.411695e+07,-0.012486,-9.818788
7.356423e+07,-0.022950,-13.325355
1.000000e+08,-0.042000,-18.059476
1.359356e+08,-0.076254,-24.414919
1.847850e+08,-0.136500,-32.861635
2.511886e+08,-0.238466,-43.894350
3.414549e+08,-0.400312,-57.898427
4.641589e+08,-0.632748,-74.917802
6.309573e+08,-0.922502,-94.423592
8.576959e+08,-1.224832,-115.335106
1.165914e+09,-1.482880,-136.453195
1.584893e+09,-1.658162,-157.036879
2.154435e+09,-1.738998,-177.055615
2.928645e+09,-1.727188,163.007126
3.981072e+09,-1.626775,142.594658
5.411695e+09,-1.447562,121.549152
7.356423e+09,-1.217042,100.414627
1.000000e+10,-0.980713,80.326120
