Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.190266
1.359356e+06,-0.000009,-0.258639
1.847850e+06,-0.000016,-0.351583
2.511886e+06,-0.000030,-0.477925
3.414549e+06,-0.000055,-0.649668
4.641589e+06,-0.000101,-0.883124
6.309573e+06,-0.000187,-1.200464
8.576959e+06,-0.000346,-1.631817
1.165914e+07,-0.000639,-2.218116
1.584893e+07,-0.001180,-3.014949
2.154435e+07,-0.002179,-4.097734
2.928645e+07,-0.004023,-5.568633
3.981072e+07,-0.007422,-7.565626
5.411695e+07,-0.013671,-10.274038
7.356423e+07,-0.025113,-13.940247
1.000000e+08,-0.045908,-18.885566
1.359356e+08,-0.083183,-25.514071
1.847850e+08,-0.148386,-34.299193
2.511886e+08,-0.257716,-45.719530
3.414549e+08,-0.428668,-60.105073
4.641589e+08,-0.668825,-77.391367
6.309573e+08,-0.959763,-96.911125
8.576959e+08,-1.253929,-117.488486
1.165914e+09,-1.498114,-137.935624
1.584893e+09,-1.661381,-157.608033
2.154435e+09,-1.738041,-176.585454
2.928645e+09,-1.732428,164.556081
3.981072e+09,-1.647871,145.158108
5.411695e+09,-1.489550,124.918053
7.356423e+09,-1.276831,104.219441
1.000000e+10,-1.048579,84.121634
