Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.188700
1.359356e+06,-0.000009,-0.256511
1.847850e+06,-0.000016,-0.348689
2.511886e+06,-0.000029,-0.473992
3.414549e+06,-0.000054,-0.644321
4.641589e+06,-0.000100,-0.875856
6.309573e+06,-0.000184,-1.190584
8.576959e+06,-0.000340,-1.618388
1.165914e+07,-0.000628,-2.199864
1.584893e+07,-0.001161,-2.990146
2.154435e+07,-0.002144,-4.064037
2.928645e+07,-0.003957,-5.522875
3.981072e+07,-0.007300,-7.503544
5.411695e+07,-0.013447,-10.189948
7.356423e+07,-0.024706,-13.826688
1.000000e+08,-0.045172,-18.733048
1.359356e+08,-0.081880,-25.311243
1.847850e+08,-0.146156,-34.034149
2.511886e+08,-0.254116,-45.383469
3.414549e+08,-0.423391,-59.699474
4.641589e+08,-0.662151,-76.937314
6.309573e+08,-0.952893,-96.453834
8.576959e+08,-1.248523,-117.088428
1.165914e+09,-1.495157,-137.649338
1.584893e+09,-1.660576,-157.474135
2.154435e+09,-1.738127,-176.623648
2.928645e+09,-1.731754,164.340671
3.981072e+09,-1.644880,144.775342
5.411695e+09,-1.483349,124.399518
7.356423e+09,-1.267761,103.622352
1.000000e+10,-1.038090,83.517351
