Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.185459
1.359356e+06,-0.000008,-0.252105
1.847850e+06,-0.000015,-0.342700
2.511886e+06,-0.000028,-0.465851
3.414549e+06,-0.000052,-0.633255
4.641589e+06,-0.000096,-0.860813
6.309573e+06,-0.000178,-1.170136
8.576959e+06,-0.000328,-1.590595
1.165914e+07,-0.000607,-2.162090
1.584893e+07,-0.001121,-2.938813
2.154435e+07,-0.002070,-3.994296
2.928645e+07,-0.003823,-5.428171
3.981072e+07,-0.007052,-7.375054
5.411695e+07,-0.012992,-10.015899
7.356423e+07,-0.023874,-13.591624
1.000000e+08,-0.043670,-18.417294
1.359356e+08,-0.079218,-24.891231
1.847850e+08,-0.141594,-33.485083
2.511886e+08,-0.246739,-44.686910
3.414549e+08,-0.412549,-58.858401
4.641589e+08,-0.648403,-75.996250
6.309573e+08,-0.938755,-95.509760
8.576959e+08,-1.237534,-116.273604
1.165914e+09,-1.489432,-137.090683
1.584893e+09,-1.659381,-157.261654
2.154435e+09,-1.738504,-176.806108
2.928645e+09,-1.729804,163.748526
3.981072e+09,-1.636944,143.796244
5.411695e+09,-1.467451,123.110551
7.356423e+09,-1.244974,102.162435
1.000000e+10,-1.012071,82.056494
