Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189720
1.359356e+06,-0.000009,-0.257897
1.847850e+06,-0.000016,-0.350573
2.511886e+06,-0.000029,-0.476553
3.414549e+06,-0.000054,-0.647803
4.641589e+06,-0.000101,-0.880588
6.309573e+06,-0.000186,-1.197017
8.576959e+06,-0.000344,-1.627131
1.165914e+07,-0.000635,-2.211748
1.584893e+07,-0.001173,-3.006295
2.154435e+07,-0.002167,-4.085976
2.928645e+07,-0.004000,-5.552667
3.981072e+07,-0.007379,-7.543963
5.411695e+07,-0.013592,-10.244691
7.356423e+07,-0.024970,-13.900607
1.000000e+08,-0.045649,-18.832306
1.359356e+08,-0.082724,-25.443191
1.847850e+08,-0.147600,-34.206444
2.511886e+08,-0.256444,-45.601622
3.414549e+08,-0.426794,-59.962052
4.641589e+08,-0.666430,-77.229673
6.309573e+08,-0.957244,-96.745003
8.576959e+08,-1.251852,-117.336887
1.165914e+09,-1.496844,-137.815745
1.584893e+09,-1.660880,-157.530723
2.154435e+09,-1.737983,-176.555111
2.928645e+09,-1.732383,164.539554
3.981072e+09,-1.647444,145.098442
5.411695e+09,-1.488508,124.823543
7.356423e+09,-1.275219,104.103626
1.000000e+10,-1.046692,84.000873
