Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.185264
1.359356e+06,-0.000008,-0.251839
1.847850e+06,-0.000015,-0.342339
2.511886e+06,-0.000028,-0.465359
3.414549e+06,-0.000052,-0.632587
4.641589e+06,-0.000096,-0.859905
6.309573e+06,-0.000177,-1.168902
8.576959e+06,-0.000328,-1.588917
1.165914e+07,-0.000606,-2.159811
1.584893e+07,-0.001119,-2.935715
2.154435e+07,-0.002066,-3.990088
2.928645e+07,-0.003815,-5.422458
3.981072e+07,-0.007037,-7.367306
5.411695e+07,-0.012965,-10.005411
7.356423e+07,-0.023826,-13.577478
1.000000e+08,-0.043584,-18.398339
1.359356e+08,-0.079065,-24.866133
1.847850e+08,-0.141334,-33.452558
2.511886e+08,-0.246327,-44.646331
3.414549e+08,-0.411966,-58.810993
4.641589e+08,-0.647721,-75.946712
6.309573e+08,-0.938175,-95.467307
8.576959e+08,-1.237300,-116.250914
1.165914e+09,-1.489624,-137.100938
1.584893e+09,-1.659799,-157.315975
2.154435e+09,-1.738710,-176.912693
2.928645e+09,-1.729232,163.585051
3.981072e+09,-1.635053,143.577303
5.411695e+09,-1.463982,122.847611
7.356423e+09,-1.240197,101.878390
1.000000e+10,-1.006688,81.779782
