Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.183768
1.359356e+06,-0.000008,-0.249806
1.847850e+06,-0.000015,-0.339574
2.511886e+06,-0.000028,-0.461602
3.414549e+06,-0.000051,-0.627479
4.641589e+06,-0.000094,-0.852962
6.309573e+06,-0.000175,-1.159464
8.576959e+06,-0.000322,-1.576089
1.165914e+07,-0.000596,-2.142375
1.584893e+07,-0.001101,-2.912020
2.154435e+07,-0.002033,-3.957896
2.928645e+07,-0.003753,-5.378740
3.981072e+07,-0.006924,-7.307986
5.411695e+07,-0.012757,-9.925045
7.356423e+07,-0.023446,-13.468907
1.000000e+08,-0.042897,-18.252419
1.359356e+08,-0.077847,-24.671838
1.847850e+08,-0.139240,-33.198111
2.511886e+08,-0.242923,-44.322526
3.414549e+08,-0.406923,-58.417935
4.641589e+08,-0.641242,-75.503074
6.309573e+08,-0.931378,-95.015809
8.576959e+08,-1.231843,-115.851126
1.165914e+09,-1.486582,-136.810646
1.584893e+09,-1.658947,-157.175843
2.154435e+09,-1.738777,-176.943556
2.928645e+09,-1.728520,163.378725
3.981072e+09,-1.632002,143.207877
5.411695e+09,-1.457802,122.350076
7.356423e+09,-1.231387,101.311862
1.000000e+10,-0.996751,81.213628
