Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189060
1.359356e+06,-0.000009,-0.257000
1.847850e+06,-0.000016,-0.349354
2.511886e+06,-0.000029,-0.474896
3.414549e+06,-0.000054,-0.645551
4.641589e+06,-0.000100,-0.877527
6.309573e+06,-0.000185,-1.192856
8.576959e+06,-0.000341,-1.621476
1.165914e+07,-0.000631,-2.204062
1.584893e+07,-0.001165,-2.995850
2.154435e+07,-0.002152,-4.071787
2.928645e+07,-0.003973,-5.533402
3.981072e+07,-0.007329,-7.517833
5.411695e+07,-0.013500,-10.209316
7.356423e+07,-0.024802,-13.852878
1.000000e+08,-0.045346,-18.768310
1.359356e+08,-0.082189,-25.358353
1.847850e+08,-0.146690,-34.096232
2.511886e+08,-0.254994,-45.463422
3.414549e+08,-0.424719,-59.798774
4.641589e+08,-0.663931,-77.054478
6.309573e+08,-0.954930,-96.583809
8.576959e+08,-1.250470,-117.224441
1.165914e+09,-1.496697,-137.786562
1.584893e+09,-1.661533,-157.612188
2.154435e+09,-1.738406,-176.766195
2.928645e+09,-1.731243,164.188406
3.981072e+09,-1.643438,144.609954
5.411695e+09,-1.480914,124.222808
7.356423e+09,-1.264500,103.442855
1.000000e+10,-1.034393,83.347708
