Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.184320
1.359356e+06,-0.000008,-0.250556
1.847850e+06,-0.000015,-0.340595
2.511886e+06,-0.000028,-0.462989
3.414549e+06,-0.000051,-0.629365
4.641589e+06,-0.000095,-0.855525
6.309573e+06,-0.000176,-1.162949
8.576959e+06,-0.000324,-1.580825
1.165914e+07,-0.000599,-2.148811
1.584893e+07,-0.001107,-2.920767
2.154435e+07,-0.002045,-3.969779
2.928645e+07,-0.003776,-5.394877
3.981072e+07,-0.006966,-7.329880
5.411695e+07,-0.012833,-9.954701
7.356423e+07,-0.023585,-13.508957
1.000000e+08,-0.043148,-18.306211
1.359356e+08,-0.078291,-24.743375
1.847850e+08,-0.140001,-33.291579
2.511886e+08,-0.244154,-44.440955
3.414549e+08,-0.408731,-58.560493
4.641589e+08,-0.643522,-75.661333
6.309573e+08,-0.933678,-95.171432
8.576959e+08,-1.233530,-115.978522
1.165914e+09,-1.487293,-136.884241
1.584893e+09,-1.658886,-157.176256
2.154435e+09,-1.738613,-176.859079
2.928645e+09,-1.729134,163.552557
3.981072e+09,-1.634215,143.466375
5.411695e+09,-1.462008,122.675006
7.356423e+09,-1.237240,101.670242
1.000000e+10,-1.003327,81.566001
