Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.186127
1.359356e+06,-0.000008,-0.253012
1.847850e+06,-0.000015,-0.343933
2.511886e+06,-0.000028,-0.467527
3.414549e+06,-0.000052,-0.635534
4.641589e+06,-0.000097,-0.863911
6.309573e+06,-0.000179,-1.174347
8.576959e+06,-0.000331,-1.596318
1.165914e+07,-0.000611,-2.169869
1.584893e+07,-0.001129,-2.949385
2.154435e+07,-0.002086,-4.008659
2.928645e+07,-0.003850,-5.447676
3.981072e+07,-0.007103,-7.401522
5.411695e+07,-0.013086,-10.051760
7.356423e+07,-0.024045,-13.640078
1.000000e+08,-0.043980,-18.482433
1.359356e+08,-0.079768,-24.978006
1.847850e+08,-0.142540,-33.598829
2.511886e+08,-0.248278,-44.831927
3.414549e+08,-0.414838,-59.035094
4.641589e+08,-0.651365,-76.197249
6.309573e+08,-0.941915,-95.717785
8.576959e+08,-1.240175,-116.464792
1.165914e+09,-1.491061,-137.242605
1.584893e+09,-1.660021,-157.359621
2.154435e+09,-1.738573,-176.843888
2.928645e+09,-1.729870,163.770911
3.981072e+09,-1.637522,143.873544
5.411695e+09,-1.468822,123.231266
7.356423e+09,-1.247041,102.308470
1.000000e+10,-1.014434,82.206922
