Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.183474
1.359356e+06,-0.000008,-0.249407
1.847850e+06,-0.000015,-0.339033
2.511886e+06,-0.000028,-0.460865
3.414549e+06,-0.000051,-0.626478
4.641589e+06,-0.000094,-0.851601
6.309573e+06,-0.000174,-1.157615
8.576959e+06,-0.000321,-1.573575
1.165914e+07,-0.000594,-2.138957
1.584893e+07,-0.001097,-2.907377
2.154435e+07,-0.002026,-3.951586
2.928645e+07,-0.003741,-5.370171
3.981072e+07,-0.006902,-7.296358
5.411695e+07,-0.012717,-9.909290
7.356423e+07,-0.023372,-13.447616
1.000000e+08,-0.042763,-18.223788
1.359356e+08,-0.077608,-24.633678
1.847850e+08,-0.138828,-33.148046
2.511886e+08,-0.242250,-44.258602
3.414549e+08,-0.405918,-58.339869
4.641589e+08,-0.639933,-75.413982
6.309573e+08,-0.929971,-94.923244
8.576959e+08,-1.230658,-115.765725
1.165914e+09,-1.485847,-136.742592
1.584893e+09,-1.658659,-157.131933
2.154435e+09,-1.738747,-176.926738
2.928645e+09,-1.728489,163.368438
3.981072e+09,-1.631736,143.172957
5.411695e+09,-1.457178,122.295899
7.356423e+09,-1.230458,101.246731
1.000000e+10,-0.995701,81.146936
