Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.188520
1.359356e+06,-0.000009,-0.256266
1.847850e+06,-0.000016,-0.348356
2.511886e+06,-0.000029,-0.473539
3.414549e+06,-0.000054,-0.643706
4.641589e+06,-0.000099,-0.875020
6.309573e+06,-0.000184,-1.189448
8.576959e+06,-0.000339,-1.616844
1.165914e+07,-0.000627,-2.197766
1.584893e+07,-0.001158,-2.987295
2.154435e+07,-0.002140,-4.060164
2.928645e+07,-0.003950,-5.517617
3.981072e+07,-0.007287,-7.496415
5.411695e+07,-0.013423,-10.180300
7.356423e+07,-0.024661,-13.813682
1.000000e+08,-0.045091,-18.715639
1.359356e+08,-0.081738,-25.288236
1.847850e+08,-0.145916,-34.004436
2.511886e+08,-0.253739,-45.346632
3.414549e+08,-0.422867,-59.656933
4.641589e+08,-0.661555,-76.893855
6.309573e+08,-0.952422,-96.418489
8.576959e+08,-1.248396,-117.073371
1.165914e+09,-1.495428,-137.667126
1.584893e+09,-1.661037,-157.535489
2.154435e+09,-1.738351,-176.736813
2.928645e+09,-1.731193,164.170535
3.981072e+09,-1.642992,144.548719
5.411695e+09,-1.479843,124.126832
7.356423e+09,-1.262865,103.326039
1.000000e+10,-1.032499,83.226578
