Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.183606
1.359356e+06,-0.000008,-0.249586
1.847850e+06,-0.000015,-0.339276
2.511886e+06,-0.000028,-0.461197
3.414549e+06,-0.000051,-0.626928
4.641589e+06,-0.000094,-0.852213
6.309573e+06,-0.000174,-1.158447
8.576959e+06,-0.000322,-1.574706
1.165914e+07,-0.000595,-2.140495
1.584893e+07,-0.001099,-2.909466
2.154435e+07,-0.002029,-3.954425
2.928645e+07,-0.003747,-5.374027
3.981072e+07,-0.006912,-7.301591
5.411695e+07,-0.012735,-9.916380
7.356423e+07,-0.023405,-13.457197
1.000000e+08,-0.042823,-18.236672
1.359356e+08,-0.077715,-24.650851
1.847850e+08,-0.139014,-33.170577
2.511886e+08,-0.242553,-44.287372
3.414549e+08,-0.406371,-58.375007
4.641589e+08,-0.640522,-75.454087
6.309573e+08,-0.930604,-94.964920
8.576959e+08,-1.231192,-115.804183
1.165914e+09,-1.486178,-136.773246
1.584893e+09,-1.658789,-157.151719
2.154435e+09,-1.738760,-176.934327
2.928645e+09,-1.728503,163.373052
3.981072e+09,-1.631856,143.188660
5.411695e+09,-1.457458,122.320269
7.356423e+09,-1.230876,101.276029
1.000000e+10,-0.996174,81.176934
