Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.187800
1.359356e+06,-0.000008,-0.255287
1.847850e+06,-0.000016,-0.347025
2.511886e+06,-0.000029,-0.471730
3.414549e+06,-0.000053,-0.641247
4.641589e+06,-0.000099,-0.871677
6.309573e+06,-0.000182,-1.184904
8.576959e+06,-0.000337,-1.610667
1.165914e+07,-0.000622,-2.189372
1.584893e+07,-0.001150,-2.975887
2.154435e+07,-0.002123,-4.044665
2.928645e+07,-0.003920,-5.496570
3.981072e+07,-0.007231,-7.467856
5.411695e+07,-0.013320,-10.141611
7.356423e+07,-0.024474,-13.761416
1.000000e+08,-0.044753,-18.645397
1.359356e+08,-0.081138,-25.194715
1.847850e+08,-0.144886,-33.881967
2.511886e+08,-0.252069,-45.190746
3.414549e+08,-0.420396,-59.467478
4.641589e+08,-0.658381,-76.679097
6.309573e+08,-0.949063,-96.197164
8.576959e+08,-1.245611,-116.870817
1.165914e+09,-1.493720,-137.506697
1.584893e+09,-1.660366,-157.432168
2.154435e+09,-1.738277,-176.696805
2.928645e+09,-1.731127,164.147310
3.981072e+09,-1.642399,144.467513
5.411695e+09,-1.478417,123.999255
7.356423e+09,-1.260687,103.170729
1.000000e+10,-1.029977,83.065600
