Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189183
1.359356e+06,-0.000009,-0.257167
1.847850e+06,-0.000016,-0.349581
2.511886e+06,-0.000029,-0.475205
3.414549e+06,-0.000054,-0.645970
4.641589e+06,-0.000100,-0.878097
6.309573e+06,-0.000185,-1.193631
8.576959e+06,-0.000342,-1.622529
1.165914e+07,-0.000632,-2.205493
1.584893e+07,-0.001167,-2.997795
2.154435e+07,-0.002155,-4.074428
2.928645e+07,-0.003978,-5.536987
3.981072e+07,-0.007338,-7.522692
5.411695e+07,-0.013516,-10.215888
7.356423e+07,-0.024832,-13.861728
1.000000e+08,-0.045400,-18.780135
1.359356e+08,-0.082283,-25.373924
1.847850e+08,-0.146848,-34.116206
2.511886e+08,-0.255238,-45.487859
3.414549e+08,-0.425048,-59.826240
4.641589e+08,-0.664274,-77.080851
6.309573e+08,-0.955134,-96.601571
8.576959e+08,-1.250377,-117.223485
1.165914e+09,-1.496294,-137.756261
1.584893e+09,-1.661023,-157.543085
2.154435e+09,-1.738177,-176.650587
2.928645e+09,-1.731795,164.355673
3.981072e+09,-1.645267,144.828868
5.411695e+09,-1.484287,124.483996
7.356423e+09,-1.269202,103.725537
1.000000e+10,-1.039769,83.624610
