Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.187620
1.359356e+06,-0.000008,-0.255042
1.847850e+06,-0.000016,-0.346693
2.511886e+06,-0.000029,-0.471278
3.414549e+06,-0.000053,-0.640632
4.641589e+06,-0.000098,-0.870841
6.309573e+06,-0.000182,-1.183768
8.576959e+06,-0.000336,-1.609123
1.165914e+07,-0.000621,-2.187273
1.584893e+07,-0.001147,-2.973035
2.154435e+07,-0.002119,-4.040790
2.928645e+07,-0.003912,-5.491308
3.981072e+07,-0.007217,-7.460717
5.411695e+07,-0.013295,-10.131938
7.356423e+07,-0.024427,-13.748348
1.000000e+08,-0.044669,-18.627834
1.359356e+08,-0.080989,-25.171329
1.847850e+08,-0.144629,-33.851336
2.511886e+08,-0.251652,-45.151745
3.414549e+08,-0.419779,-59.420055
4.641589e+08,-0.657587,-76.625301
6.309573e+08,-0.948221,-96.141672
8.576959e+08,-1.244911,-116.819976
1.165914e+09,-1.493290,-137.466377
1.584893e+09,-1.660197,-157.406147
2.154435e+09,-1.738258,-176.686653
2.928645e+09,-1.731111,164.141612
3.981072e+09,-1.642250,144.447290
5.411695e+09,-1.478061,123.967430
7.356423e+09,-1.260143,103.131981
1.000000e+10,-1.029348,83.025450
