Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.181210
1.359356e+06,-0.000008,-0.246329
1.847850e+06,-0.000015,-0.334849
2.511886e+06,-0.000027,-0.455178
3.414549e+06,-0.000050,-0.618747
4.641589e+06,-0.000092,-0.841092
6.309573e+06,-0.000170,-1.143330
8.576959e+06,-0.000314,-1.554158
1.165914e+07,-0.000579,-2.112568
1.584893e+07,-0.001070,-2.871514
2.154435e+07,-0.001977,-3.902862
2.928645e+07,-0.003649,-5.304002
3.981072e+07,-0.006733,-7.206573
5.411695e+07,-0.012406,-9.787643
7.356423e+07,-0.022805,-13.283260
1.000000e+08,-0.041737,-18.002855
1.359356e+08,-0.075785,-24.339415
1.847850e+08,-0.135692,-32.762491
2.511886e+08,-0.237142,-43.767580
3.414549e+08,-0.398326,-57.743265
4.641589e+08,-0.630147,-74.740167
6.309573e+08,-0.919683,-94.238324
8.576959e+08,-1.222441,-115.163524
1.165914e+09,-1.481390,-136.316079
1.584893e+09,-1.657579,-156.948361
2.154435e+09,-1.738939,-177.021955
2.928645e+09,-1.727121,162.985854
3.981072e+09,-1.626222,142.523684
5.411695e+09,-1.446285,121.439759
7.356423e+09,-1.215164,100.283925
1.000000e+10,-0.978614,80.193059
