Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.188295
1.359356e+06,-0.000009,-0.255960
1.847850e+06,-0.000016,-0.347940
2.511886e+06,-0.000029,-0.472974
3.414549e+06,-0.000054,-0.642938
4.641589e+06,-0.000099,-0.873975
6.309573e+06,-0.000183,-1.188028
8.576959e+06,-0.000339,-1.614914
1.165914e+07,-0.000626,-2.195143
1.584893e+07,-0.001156,-2.983730
2.154435e+07,-0.002134,-4.055320
2.928645e+07,-0.003941,-5.511040
3.981072e+07,-0.007269,-7.487490
5.411695e+07,-0.013391,-10.168210
7.356423e+07,-0.024602,-13.797350
1.000000e+08,-0.044986,-18.693690
1.359356e+08,-0.081550,-25.259014
1.847850e+08,-0.145594,-33.966174
2.511886e+08,-0.253217,-45.297938
3.414549e+08,-0.422095,-59.597769
4.641589e+08,-0.660564,-76.826816
6.309573e+08,-0.951374,-96.349435
8.576959e+08,-1.247528,-117.010212
1.165914e+09,-1.494896,-137.617137
1.584893e+09,-1.660828,-157.503331
2.154435e+09,-1.738328,-176.724413
2.928645e+09,-1.731172,164.163203
3.981072e+09,-1.642806,144.523287
5.411695e+09,-1.479398,124.086916
7.356423e+09,-1.262184,103.277450
1.000000e+10,-1.031710,83.176208
