Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.184851
1.359356e+06,-0.000008,-0.251278
1.847850e+06,-0.000015,-0.341576
2.511886e+06,-0.000028,-0.464322
3.414549e+06,-0.000052,-0.631177
4.641589e+06,-0.000096,-0.857989
6.309573e+06,-0.000177,-1.166298
8.576959e+06,-0.000326,-1.585377
1.165914e+07,-0.000603,-2.154998
1.584893e+07,-0.001114,-2.929176
2.154435e+07,-0.002057,-3.981203
2.928645e+07,-0.003798,-5.410391
3.981072e+07,-0.007006,-7.350932
5.411695e+07,-0.012907,-9.983226
7.356423e+07,-0.023720,-13.547502
1.000000e+08,-0.043393,-18.358036
1.359356e+08,-0.078726,-24.812434
1.847850e+08,-0.140751,-33.382148
2.511886e+08,-0.245376,-44.556519
3.414549e+08,-0.410551,-58.701480
4.641589e+08,-0.645885,-75.822004
6.309573e+08,-0.936211,-95.338084
8.576959e+08,-1.235655,-116.132026
1.165914e+09,-1.488609,-137.006433
1.584893e+09,-1.659402,-157.255118
2.154435e+09,-1.738668,-176.889450
2.928645e+09,-1.729189,163.570681
3.981072e+09,-1.634686,143.528659
5.411695e+09,-1.463118,122.771995
7.356423e+09,-1.238903,101.787212
1.000000e+10,-1.005216,81.686119
