Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.186480
1.359356e+06,-0.000008,-0.253492
1.847850e+06,-0.000015,-0.344586
2.511886e+06,-0.000028,-0.468414
3.414549e+06,-0.000053,-0.636740
4.641589e+06,-0.000097,-0.865550
6.309573e+06,-0.000180,-1.176576
8.576959e+06,-0.000332,-1.599347
1.165914e+07,-0.000614,-2.173986
1.584893e+07,-0.001133,-2.954979
2.154435e+07,-0.002093,-4.016259
2.928645e+07,-0.003865,-5.457996
3.981072e+07,-0.007130,-7.415520
5.411695e+07,-0.013134,-10.070715
7.356423e+07,-0.024134,-13.665662
1.000000e+08,-0.044140,-18.516760
1.359356e+08,-0.080052,-25.023569
1.847850e+08,-0.143024,-33.658151
2.511886e+08,-0.249055,-44.906608
3.414549e+08,-0.415960,-59.123929
4.641589e+08,-0.652740,-76.293696
6.309573e+08,-0.943227,-95.808463
8.576959e+08,-1.241014,-116.531372
1.165914e+09,-1.491237,-137.266664
1.584893e+09,-1.659742,-157.326611
2.154435e+09,-1.738378,-176.744087
2.928645e+09,-1.730456,163.942297
3.981072e+09,-1.639555,144.114127
5.411695e+09,-1.472641,123.527116
7.356423e+09,-1.252365,102.632413
1.000000e+10,-1.020465,82.525155
