Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.191044
1.359356e+06,-0.000009,-0.259697
1.847850e+06,-0.000016,-0.353020
2.511886e+06,-0.000030,-0.479879
3.414549e+06,-0.000055,-0.652324
4.641589e+06,-0.000102,-0.886734
6.309573e+06,-0.000189,-1.205371
8.576959e+06,-0.000349,-1.638487
1.165914e+07,-0.000644,-2.227182
1.584893e+07,-0.001190,-3.027268
2.154435e+07,-0.002197,-4.114470
2.928645e+07,-0.004056,-5.591358
3.981072e+07,-0.007482,-7.596454
5.411695e+07,-0.013782,-10.315787
7.356423e+07,-0.025316,-13.996607
1.000000e+08,-0.046273,-18.961213
1.359356e+08,-0.083829,-25.614550
1.847850e+08,-0.149489,-34.430207
2.511886e+08,-0.259487,-45.884986
3.414549e+08,-0.431239,-60.303315
4.641589e+08,-0.672024,-77.610328
6.309573e+08,-0.962955,-97.126033
8.576959e+08,-1.256284,-117.666489
1.165914e+09,-1.499196,-138.045582
1.584893e+09,-1.661444,-157.627550
2.154435e+09,-1.737866,-176.501430
2.928645e+09,-1.733029,164.749058
3.981072e+09,-1.650225,145.456109
5.411695e+09,-1.494228,125.302277
7.356423e+09,-1.283589,104.652881
1.000000e+10,-1.056410,84.556540
