Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.181166
1.359356e+06,-0.000008,-0.246269
1.847850e+06,-0.000015,-0.334768
2.511886e+06,-0.000027,-0.455068
3.414549e+06,-0.000050,-0.618597
4.641589e+06,-0.000092,-0.840888
6.309573e+06,-0.000170,-1.143053
8.576959e+06,-0.000313,-1.553781
1.165914e+07,-0.000579,-2.112056
1.584893e+07,-0.001070,-2.870818
2.154435e+07,-0.001976,-3.901917
2.928645e+07,-0.003648,-5.302720
3.981072e+07,-0.006730,-7.204836
5.411695e+07,-0.012401,-9.785299
7.356423e+07,-0.022795,-13.280114
1.000000e+08,-0.041721,-17.998680
1.359356e+08,-0.075757,-24.333987
1.847850e+08,-0.135647,-32.755702
2.511886e+08,-0.237078,-43.759705
3.414549e+08,-0.398257,-57.735473
4.641589e+08,-0.630121,-74.735255
6.309573e+08,-0.919794,-94.241290
8.576959e+08,-1.222770,-115.181344
1.165914e+09,-1.481914,-136.356588
1.584893e+09,-1.658108,-157.019040
2.154435e+09,-1.739137,-177.129106
2.928645e+09,-1.726560,162.838310
3.981072e+09,-1.624506,142.336803
5.411695e+09,-1.443264,121.222876
7.356423e+09,-1.211120,100.055230
1.000000e+10,-0.974137,79.974257
