Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.186719
1.359356e+06,-0.000008,-0.253817
1.847850e+06,-0.000015,-0.345027
2.511886e+06,-0.000029,-0.469014
3.414549e+06,-0.000053,-0.637555
4.641589e+06,-0.000098,-0.866658
6.309573e+06,-0.000180,-1.178082
8.576959e+06,-0.000333,-1.601394
1.165914e+07,-0.000615,-2.176768
1.584893e+07,-0.001136,-2.958760
2.154435e+07,-0.002099,-4.021396
2.928645e+07,-0.003875,-5.464971
3.981072e+07,-0.007148,-7.424986
5.411695e+07,-0.013168,-10.083539
7.356423e+07,-0.024196,-13.682988
1.000000e+08,-0.044252,-18.540050
1.359356e+08,-0.080249,-25.054589
1.847850e+08,-0.143363,-33.698799
2.511886e+08,-0.249606,-44.958403
3.414549e+08,-0.416779,-59.186985
4.641589e+08,-0.653797,-76.365342
6.309573e+08,-0.944351,-95.882514
8.576959e+08,-1.241952,-116.599348
1.165914e+09,-1.491814,-137.320648
1.584893e+09,-1.659969,-157.361460
2.154435e+09,-1.738403,-176.757640
2.928645e+09,-1.730478,163.950026
3.981072e+09,-1.639756,144.141316
5.411695e+09,-1.473122,123.569762
7.356423e+09,-1.253095,102.684173
1.000000e+10,-1.021304,82.578623
