Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.180057
1.359356e+06,-0.000008,-0.244762
1.847850e+06,-0.000014,-0.332719
2.511886e+06,-0.000027,-0.452282
3.414549e+06,-0.000049,-0.614811
4.641589e+06,-0.000091,-0.835742
6.309573e+06,-0.000168,-1.136057
8.576959e+06,-0.000310,-1.544273
1.165914e+07,-0.000572,-2.099132
1.584893e+07,-0.001056,-2.853255
2.154435e+07,-0.001951,-3.878054
2.928645e+07,-0.003603,-5.270312
3.981072e+07,-0.006647,-7.160855
5.411695e+07,-0.012249,-9.725698
7.356423e+07,-0.022518,-13.199555
1.000000e+08,-0.041219,-17.890307
1.359356e+08,-0.074864,-24.189444
1.847850e+08,-0.134104,-32.565836
2.511886e+08,-0.234550,-43.516790
3.414549e+08,-0.394459,-57.437878
4.641589e+08,-0.625132,-74.394115
6.309573e+08,-0.914371,-93.884937
8.576959e+08,-1.218156,-114.850818
1.165914e+09,-1.479033,-136.092210
1.584893e+09,-1.656982,-156.848452
2.154435e+09,-1.739025,-177.064665
2.928645e+09,-1.726426,162.796419
3.981072e+09,-1.623422,142.198896
5.411695e+09,-1.440777,121.011130
7.356423e+09,-1.207484,99.803019
1.000000e+10,-0.970098,79.718195
