Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189606
1.359356e+06,-0.000009,-0.257742
1.847850e+06,-0.000016,-0.350362
2.511886e+06,-0.000029,-0.476266
3.414549e+06,-0.000054,-0.647413
4.641589e+06,-0.000101,-0.880058
6.309573e+06,-0.000186,-1.196296
8.576959e+06,-0.000343,-1.626152
1.165914e+07,-0.000634,-2.210418
1.584893e+07,-0.001172,-3.004487
2.154435e+07,-0.002164,-4.083521
2.928645e+07,-0.003996,-5.549335
3.981072e+07,-0.007371,-7.539446
5.411695e+07,-0.013577,-10.238584
7.356423e+07,-0.024942,-13.892386
1.000000e+08,-0.045599,-18.821330
1.359356e+08,-0.082637,-25.428756
1.847850e+08,-0.147455,-34.187973
2.511886e+08,-0.256220,-45.579131
3.414549e+08,-0.426497,-59.937020
4.641589e+08,-0.666130,-77.206197
6.309573e+08,-0.957089,-96.730465
8.576959e+08,-1.251991,-117.341188
1.165914e+09,-1.497281,-137.849326
1.584893e+09,-1.661411,-157.602975
2.154435e+09,-1.738221,-176.673812
2.928645e+09,-1.731832,164.369051
3.981072e+09,-1.645606,144.875887
5.411695e+09,-1.485108,124.558077
7.356423e+09,-1.270465,103.816007
1.000000e+10,-1.041240,83.718680
