Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.190861
1.359356e+06,-0.000009,-0.259448
1.847850e+06,-0.000016,-0.352682
2.511886e+06,-0.000030,-0.479419
3.414549e+06,-0.000055,-0.651699
4.641589e+06,-0.000102,-0.885884
6.309573e+06,-0.000188,-1.204215
8.576959e+06,-0.000348,-1.636916
1.165914e+07,-0.000643,-2.225047
1.584893e+07,-0.001187,-3.024367
2.154435e+07,-0.002193,-4.110528
2.928645e+07,-0.004049,-5.586006
3.981072e+07,-0.007468,-7.589192
5.411695e+07,-0.013755,-10.305950
7.356423e+07,-0.025268,-13.983321
1.000000e+08,-0.046186,-18.943363
1.359356e+08,-0.083675,-25.590801
1.847850e+08,-0.149224,-34.399144
2.511886e+08,-0.259059,-45.845522
3.414549e+08,-0.430611,-60.255494
4.641589e+08,-0.671223,-77.556339
6.309573e+08,-0.962116,-97.070656
8.576959e+08,-1.255595,-117.616029
1.165914e+09,-1.498774,-138.005715
1.584893e+09,-1.661278,-157.601826
2.154435e+09,-1.737847,-176.491272
2.928645e+09,-1.733015,164.743689
3.981072e+09,-1.650086,145.436422
5.411695e+09,-1.493886,125.270966
7.356423e+09,-1.283056,104.614384
1.000000e+10,-1.055782,84.516276
