Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.184379
1.359356e+06,-0.000008,-0.250636
1.847850e+06,-0.000015,-0.340704
2.511886e+06,-0.000028,-0.463137
3.414549e+06,-0.000051,-0.629566
4.641589e+06,-0.000095,-0.855799
6.309573e+06,-0.000176,-1.163321
8.576959e+06,-0.000325,-1.581330
1.165914e+07,-0.000600,-2.149499
1.584893e+07,-0.001108,-2.921702
2.154435e+07,-0.002046,-3.971048
2.928645e+07,-0.003778,-5.396601
3.981072e+07,-0.006970,-7.332219
5.411695e+07,-0.012841,-9.957871
7.356423e+07,-0.023600,-13.513240
1.000000e+08,-0.043175,-18.311969
1.359356e+08,-0.078339,-24.751049
1.847850e+08,-0.140085,-33.301645
2.511886e+08,-0.244290,-44.453801
3.414549e+08,-0.408933,-58.576168
4.641589e+08,-0.643784,-75.679204
6.309573e+08,-0.933960,-95.189977
8.576959e+08,-1.233766,-115.995614
1.165914e+09,-1.487440,-136.897856
1.584893e+09,-1.658944,-157.185053
2.154435e+09,-1.738619,-176.862481
2.928645e+09,-1.729140,163.554551
3.981072e+09,-1.634267,143.473281
5.411695e+09,-1.462131,122.685769
7.356423e+09,-1.237425,101.683224
1.000000e+10,-1.003536,81.579331
