Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.183340
1.359356e+06,-0.000008,-0.249225
1.847850e+06,-0.000015,-0.338785
2.511886e+06,-0.000028,-0.460528
3.414549e+06,-0.000051,-0.626020
4.641589e+06,-0.000094,-0.850978
6.309573e+06,-0.000174,-1.156768
8.576959e+06,-0.000321,-1.572424
1.165914e+07,-0.000593,-2.137394
1.584893e+07,-0.001096,-2.905252
2.154435e+07,-0.002023,-3.948700
2.928645e+07,-0.003736,-5.366254
3.981072e+07,-0.006892,-7.291046
5.411695e+07,-0.012699,-9.902101
7.356423e+07,-0.023340,-13.437926
1.000000e+08,-0.042705,-18.210817
1.359356e+08,-0.077506,-24.616536
1.847850e+08,-0.138656,-33.125913
2.511886e+08,-0.241980,-44.231192
3.414549e+08,-0.405543,-58.308339
4.641589e+08,-0.639513,-75.382203
6.309573e+08,-0.929663,-94.898680
8.576959e+08,-1.230642,-115.758752
1.165914e+09,-1.486164,-136.764283
1.584893e+09,-1.659116,-157.191989
2.154435e+09,-1.738947,-177.032591
2.928645e+09,-1.727920,163.212513
3.981072e+09,-1.629918,142.968361
5.411695e+09,-1.453899,122.053366
7.356423e+09,-1.226000,100.987284
1.000000e+10,-0.990722,80.896133
