Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.181440
1.359356e+06,-0.000008,-0.246641
1.847850e+06,-0.000015,-0.335273
2.511886e+06,-0.000027,-0.455755
3.414549e+06,-0.000050,-0.619531
4.641589e+06,-0.000092,-0.842158
6.309573e+06,-0.000170,-1.144779
8.576959e+06,-0.000314,-1.556128
1.165914e+07,-0.000581,-2.115245
1.584893e+07,-0.001073,-2.875152
2.154435e+07,-0.001982,-3.907805
2.928645e+07,-0.003659,-5.310717
3.981072e+07,-0.006751,-7.215689
5.411695e+07,-0.012438,-9.800005
7.356423e+07,-0.022864,-13.299991
1.000000e+08,-0.041845,-18.025416
1.359356e+08,-0.075978,-24.369640
1.847850e+08,-0.136028,-32.802521
2.511886e+08,-0.237703,-43.819577
3.414549e+08,-0.399194,-57.808766
4.641589e+08,-0.631350,-74.819179
6.309573e+08,-0.921126,-94.328826
8.576959e+08,-1.223900,-115.262392
1.165914e+09,-1.482616,-136.421277
1.584893e+09,-1.658382,-157.060636
2.154435e+09,-1.739164,-177.144614
2.928645e+09,-1.726594,162.848930
3.981072e+09,-1.624775,142.371040
5.411695e+09,-1.443879,121.275312
7.356423e+09,-1.212018,100.117676
1.000000e+10,-0.975136,80.037688
