Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.183617
1.359356e+06,-0.000008,-0.249601
1.847850e+06,-0.000015,-0.339296
2.511886e+06,-0.000028,-0.461224
3.414549e+06,-0.000051,-0.626965
4.641589e+06,-0.000094,-0.852263
6.309573e+06,-0.000174,-1.158515
8.576959e+06,-0.000322,-1.574799
1.165914e+07,-0.000595,-2.140621
1.584893e+07,-0.001099,-2.909638
2.154435e+07,-0.002030,-3.954659
2.928645e+07,-0.003747,-5.374346
3.981072e+07,-0.006913,-7.302028
5.411695e+07,-0.012737,-9.916981
7.356423e+07,-0.023410,-13.458034
1.000000e+08,-0.042832,-18.237857
1.359356e+08,-0.077732,-24.652577
1.847850e+08,-0.139046,-33.173200
2.511886e+08,-0.242616,-44.291573
3.414549e+08,-0.406492,-58.382085
4.641589e+08,-0.640750,-75.466372
6.309573e+08,-0.930992,-94.986127
8.576959e+08,-1.231761,-115.839398
1.165914e+09,-1.486857,-136.828459
1.584893e+09,-1.659386,-157.233222
2.154435e+09,-1.738974,-177.048063
2.928645e+09,-1.727952,163.222821
3.981072e+09,-1.630177,143.002075
5.411695e+09,-1.454500,122.105325
7.356423e+09,-1.226888,101.049539
1.000000e+10,-0.991722,80.959736
