Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.180000
1.359356e+06,-0.000008,-0.244684
1.847850e+06,-0.000014,-0.332612
2.511886e+06,-0.000027,-0.452138
3.414549e+06,-0.000049,-0.614614
4.641589e+06,-0.000091,-0.835474
6.309573e+06,-0.000167,-1.135694
8.576959e+06,-0.000309,-1.543779
1.165914e+07,-0.000572,-2.098461
1.584893e+07,-0.001056,-2.852343
2.154435e+07,-0.001950,-3.876814
2.928645e+07,-0.003601,-5.268628
3.981072e+07,-0.006643,-7.158571
5.411695e+07,-0.012241,-9.722601
7.356423e+07,-0.022504,-13.195369
1.000000e+08,-0.041193,-17.884676
1.359356e+08,-0.074818,-24.181933
1.847850e+08,-0.134025,-32.555967
2.511886e+08,-0.234419,-43.504159
3.414549e+08,-0.394262,-57.422393
4.641589e+08,-0.624872,-74.376348
6.309573e+08,-0.914088,-93.866354
8.576959e+08,-1.217914,-114.833556
1.165914e+09,-1.478882,-136.078379
1.584893e+09,-1.656923,-156.839502
2.154435e+09,-1.739019,-177.061247
2.928645e+09,-1.726419,162.794293
3.981072e+09,-1.623365,142.191769
5.411695e+09,-1.440648,121.000164
7.356423e+09,-1.207296,99.789955
1.000000e+10,-0.969888,79.704937
