Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.184689
1.359356e+06,-0.000008,-0.251057
1.847850e+06,-0.000015,-0.341276
2.511886e+06,-0.000028,-0.463915
3.414549e+06,-0.000052,-0.630623
4.641589e+06,-0.000095,-0.857236
6.309573e+06,-0.000176,-1.165274
8.576959e+06,-0.000326,-1.583986
1.165914e+07,-0.000602,-2.153108
1.584893e+07,-0.001112,-2.926606
2.154435e+07,-0.002053,-3.977712
2.928645e+07,-0.003791,-5.405651
3.981072e+07,-0.006994,-7.344500
5.411695e+07,-0.012885,-9.974510
7.356423e+07,-0.023679,-13.535724
1.000000e+08,-0.043318,-18.342201
1.359356e+08,-0.078593,-24.791335
1.847850e+08,-0.140522,-33.354479
2.511886e+08,-0.245002,-44.521218
3.414549e+08,-0.409995,-58.658422
4.641589e+08,-0.645163,-75.772950
6.309573e+08,-0.935438,-95.287224
8.576959e+08,-1.235007,-116.085199
1.165914e+09,-1.488208,-136.969178
1.584893e+09,-1.659245,-157.231095
2.154435e+09,-1.738651,-176.880229
2.928645e+09,-1.729172,163.565101
3.981072e+09,-1.634542,143.509597
5.411695e+09,-1.462779,122.742332
7.356423e+09,-1.238395,101.751440
1.000000e+10,-1.004639,81.649380
