Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.185514
1.359356e+06,-0.000008,-0.252180
1.847850e+06,-0.000015,-0.342802
2.511886e+06,-0.000028,-0.465989
3.414549e+06,-0.000052,-0.633443
4.641589e+06,-0.000096,-0.861068
6.309573e+06,-0.000178,-1.170484
8.576959e+06,-0.000329,-1.591067
1.165914e+07,-0.000607,-2.162732
1.584893e+07,-0.001122,-2.939686
2.154435e+07,-0.002072,-3.995482
2.928645e+07,-0.003825,-5.429784
3.981072e+07,-0.007057,-7.377247
5.411695e+07,-0.013000,-10.018880
7.356423e+07,-0.023890,-13.595677
1.000000e+08,-0.043700,-18.422807
1.359356e+08,-0.079272,-24.898731
1.847850e+08,-0.141689,-33.495294
2.511886e+08,-0.246905,-44.700830
3.414549e+08,-0.412826,-58.877421
4.641589e+08,-0.648834,-76.022318
6.309573e+08,-0.939365,-95.545595
8.576959e+08,-1.238295,-116.322882
1.165914e+09,-1.490238,-137.158090
1.584893e+09,-1.660039,-157.352720
2.154435e+09,-1.738735,-176.926644
2.928645e+09,-1.729258,163.593892
3.981072e+09,-1.635276,143.606922
5.411695e+09,-1.464507,122.893596
7.356423e+09,-1.240983,101.933835
1.000000e+10,-1.007583,81.836751
