Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.183958
1.359356e+06,-0.000008,-0.250065
1.847850e+06,-0.000015,-0.339927
2.511886e+06,-0.000028,-0.462080
3.414549e+06,-0.000051,-0.628130
4.641589e+06,-0.000095,-0.853846
6.309573e+06,-0.000175,-1.160667
8.576959e+06,-0.000323,-1.577723
1.165914e+07,-0.000597,-2.144596
1.584893e+07,-0.001103,-2.915039
2.154435e+07,-0.002037,-3.961997
2.928645e+07,-0.003761,-5.384309
3.981072e+07,-0.006939,-7.315544
5.411695e+07,-0.012784,-9.935286
7.356423e+07,-0.023495,-13.482746
1.000000e+08,-0.042985,-18.271028
1.359356e+08,-0.078003,-24.696639
1.847850e+08,-0.139509,-33.230647
2.511886e+08,-0.243361,-44.364061
3.414549e+08,-0.407577,-58.468644
4.641589e+08,-0.642092,-75.560922
6.309573e+08,-0.932291,-95.075882
8.576959e+08,-1.232612,-115.906517
1.165914e+09,-1.487058,-136.854754
1.584893e+09,-1.659133,-157.204269
2.154435e+09,-1.738796,-176.954396
2.928645e+09,-1.728541,163.385478
3.981072e+09,-1.632176,143.230623
5.411695e+09,-1.458208,122.385333
7.356423e+09,-1.231991,101.354245
1.000000e+10,-0.997434,81.257034
