Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189856
1.359356e+06,-0.000009,-0.258082
1.847850e+06,-0.000016,-0.350826
2.511886e+06,-0.000030,-0.476896
3.414549e+06,-0.000055,-0.648269
4.641589e+06,-0.000101,-0.881222
6.309573e+06,-0.000186,-1.197878
8.576959e+06,-0.000344,-1.628303
1.165914e+07,-0.000636,-2.213340
1.584893e+07,-0.001175,-3.008459
2.154435e+07,-0.002170,-4.088916
2.928645e+07,-0.004006,-5.556658
3.981072e+07,-0.007390,-7.549379
5.411695e+07,-0.013612,-10.252028
7.356423e+07,-0.025006,-13.910517
1.000000e+08,-0.045714,-18.845622
1.359356e+08,-0.082839,-25.460913
1.847850e+08,-0.147796,-34.229636
2.511886e+08,-0.256762,-45.631109
3.414549e+08,-0.427262,-59.997828
4.641589e+08,-0.667029,-77.270133
6.309573e+08,-0.957875,-96.786588
8.576959e+08,-1.252373,-117.374855
1.165914e+09,-1.497162,-137.845786
1.584893e+09,-1.661006,-157.550114
2.154435e+09,-1.737998,-176.562747
2.928645e+09,-1.732394,164.543650
3.981072e+09,-1.647551,145.113332
5.411695e+09,-1.488769,124.847147
7.356423e+09,-1.275622,104.132554
1.000000e+10,-1.047164,84.031032
