Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.190937
1.359356e+06,-0.000009,-0.259552
1.847850e+06,-0.000016,-0.352823
2.511886e+06,-0.000030,-0.479611
3.414549e+06,-0.000055,-0.651959
4.641589e+06,-0.000102,-0.886238
6.309573e+06,-0.000188,-1.204697
8.576959e+06,-0.000348,-1.637570
1.165914e+07,-0.000643,-2.225936
1.584893e+07,-0.001188,-3.025576
2.154435e+07,-0.002195,-4.112171
2.928645e+07,-0.004052,-5.588236
3.981072e+07,-0.007474,-7.592218
5.411695e+07,-0.013766,-10.310049
7.356423e+07,-0.025288,-13.988857
1.000000e+08,-0.046222,-18.950801
1.359356e+08,-0.083739,-25.600697
1.847850e+08,-0.149335,-34.412087
2.511886e+08,-0.259237,-45.861967
3.414549e+08,-0.430873,-60.275423
4.641589e+08,-0.671557,-77.578840
6.309573e+08,-0.962466,-97.093738
8.576959e+08,-1.255882,-117.637064
1.165914e+09,-1.498950,-138.022337
1.584893e+09,-1.661347,-157.612554
2.154435e+09,-1.737855,-176.495512
2.928645e+09,-1.733021,164.745921
3.981072e+09,-1.650144,145.444621
5.411695e+09,-1.494028,125.284009
7.356423e+09,-1.283278,104.630421
1.000000e+10,-1.056043,84.533048
