Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.180921
1.359356e+06,-0.000008,-0.245937
1.847850e+06,-0.000015,-0.334315
2.511886e+06,-0.000027,-0.454453
3.414549e+06,-0.000050,-0.617761
4.641589e+06,-0.000092,-0.839752
6.309573e+06,-0.000169,-1.141508
8.576959e+06,-0.000313,-1.551682
1.165914e+07,-0.000577,-2.109202
1.584893e+07,-0.001067,-2.866941
2.154435e+07,-0.001970,-3.896648
2.928645e+07,-0.003638,-5.295565
3.981072e+07,-0.006712,-7.195127
5.411695e+07,-0.012367,-9.772141
7.356423e+07,-0.022734,-13.262330
1.000000e+08,-0.041609,-17.974757
1.359356e+08,-0.075560,-24.302082
1.847850e+08,-0.135306,-32.713800
2.511886e+08,-0.236519,-43.706112
3.414549e+08,-0.397418,-57.669848
4.641589e+08,-0.629021,-74.660081
6.309573e+08,-0.918600,-94.162836
8.576959e+08,-1.221756,-115.108657
1.165914e+09,-1.481282,-136.298526
1.584893e+09,-1.657862,-156.981656
2.154435e+09,-1.739113,-177.115099
2.928645e+09,-1.726530,162.828903
3.981072e+09,-1.624267,142.306240
5.411695e+09,-1.442715,121.176022
7.356423e+09,-1.210316,99.999429
1.000000e+10,-0.973244,79.917586
