Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.185771
1.359356e+06,-0.000008,-0.252528
1.847850e+06,-0.000015,-0.343276
2.511886e+06,-0.000028,-0.466633
3.414549e+06,-0.000052,-0.634318
4.641589e+06,-0.000097,-0.862259
6.309573e+06,-0.000178,-1.172102
8.576959e+06,-0.000330,-1.593266
1.165914e+07,-0.000609,-2.165721
1.584893e+07,-0.001125,-2.943746
2.154435e+07,-0.002077,-4.000999
2.928645e+07,-0.003835,-5.437273
3.981072e+07,-0.007076,-7.387406
5.411695e+07,-0.013035,-10.032635
7.356423e+07,-0.023954,-13.614237
1.000000e+08,-0.043815,-18.447694
1.359356e+08,-0.079475,-24.931730
1.847850e+08,-0.142035,-33.538173
2.511886e+08,-0.247457,-44.754604
3.414549e+08,-0.413618,-58.940899
4.641589e+08,-0.649786,-76.090123
6.309573e+08,-0.940231,-95.606950
8.576959e+08,-1.238769,-116.362967
1.165914e+09,-1.490194,-137.161730
1.584893e+09,-1.659681,-157.307506
2.154435e+09,-1.738537,-176.823845
2.928645e+09,-1.729835,163.758895
3.981072e+09,-1.637213,143.832261
5.411695e+09,-1.468091,123.166835
7.356423e+09,-1.245939,102.230528
1.000000e+10,-1.013173,82.126627
