Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.183299
1.359356e+06,-0.000008,-0.249168
1.847850e+06,-0.000015,-0.338708
2.511886e+06,-0.000028,-0.460423
3.414549e+06,-0.000051,-0.625877
4.641589e+06,-0.000094,-0.850784
6.309573e+06,-0.000174,-1.156505
8.576959e+06,-0.000321,-1.572066
1.165914e+07,-0.000593,-2.136907
1.584893e+07,-0.001095,-2.904590
2.154435e+07,-0.002022,-3.947800
2.928645e+07,-0.003734,-5.365030
3.981072e+07,-0.006889,-7.289382
5.411695e+07,-0.012692,-9.899836
7.356423e+07,-0.023327,-13.434841
1.000000e+08,-0.042682,-18.206608
1.359356e+08,-0.077464,-24.610779
1.847850e+08,-0.138581,-33.118000
2.511886e+08,-0.241847,-44.220233
3.414549e+08,-0.405315,-58.292999
4.641589e+08,-0.639148,-75.360472
6.309573e+08,-0.929125,-94.867620
8.576959e+08,-1.229946,-115.714376
1.165914e+09,-1.485405,-136.701644
1.584893e+09,-1.658485,-157.105483
2.154435e+09,-1.738729,-176.916565
2.928645e+09,-1.728470,163.362325
3.981072e+09,-1.631576,143.152048
5.411695e+09,-1.456803,122.263432
7.356423e+09,-1.229900,101.207696
1.000000e+10,-0.995072,81.106972
