Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.191777
1.359356e+06,-0.000009,-0.260693
1.847850e+06,-0.000016,-0.354374
2.511886e+06,-0.000030,-0.481719
3.414549e+06,-0.000056,-0.654826
4.641589e+06,-0.000103,-0.890135
6.309573e+06,-0.000190,-1.209993
8.576959e+06,-0.000351,-1.644770
1.165914e+07,-0.000649,-2.235721
1.584893e+07,-0.001199,-3.038873
2.154435e+07,-0.002214,-4.130235
2.928645e+07,-0.004088,-5.612767
3.981072e+07,-0.007540,-7.625501
5.411695e+07,-0.013888,-10.355134
7.356423e+07,-0.025509,-14.049748
1.000000e+08,-0.046623,-19.032599
1.359356e+08,-0.084448,-25.709522
1.847850e+08,-0.150548,-34.554408
2.511886e+08,-0.261197,-46.042720
3.414549e+08,-0.433752,-60.494353
4.641589e+08,-0.675222,-77.825849
6.309573e+08,-0.966301,-97.346893
8.576959e+08,-1.259030,-117.867523
1.165914e+09,-1.500869,-138.204209
1.584893e+09,-1.662103,-157.729696
2.154435e+09,-1.737944,-176.541473
2.928645e+09,-1.733087,164.770961
3.981072e+09,-1.650783,145.535170
5.411695e+09,-1.495599,125.427794
7.356423e+09,-1.285723,104.807177
1.000000e+10,-1.058927,84.717967
