Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189379
1.359356e+06,-0.000009,-0.257434
1.847850e+06,-0.000016,-0.349944
2.511886e+06,-0.000029,-0.475697
3.414549e+06,-0.000054,-0.646640
4.641589e+06,-0.000100,-0.879008
6.309573e+06,-0.000185,-1.194868
8.576959e+06,-0.000343,-1.624211
1.165914e+07,-0.000633,-2.207779
1.584893e+07,-0.001169,-3.000902
2.154435e+07,-0.002159,-4.078650
2.928645e+07,-0.003986,-5.542720
3.981072e+07,-0.007353,-7.530471
5.411695e+07,-0.013544,-10.226425
7.356423e+07,-0.024883,-13.875963
1.000000e+08,-0.045492,-18.799262
1.359356e+08,-0.082448,-25.399383
1.847850e+08,-0.147129,-34.149530
2.511886e+08,-0.255694,-45.530243
3.414549e+08,-0.425721,-59.877690
4.641589e+08,-0.665136,-77.139076
6.309573e+08,-0.956042,-96.661459
8.576959e+08,-1.251127,-117.278188
1.165914e+09,-1.496753,-137.799527
1.584893e+09,-1.661203,-157.570942
2.154435e+09,-1.738198,-176.661410
2.928645e+09,-1.731812,164.361855
3.981072e+09,-1.645424,144.850677
5.411695e+09,-1.484668,124.518372
7.356423e+09,-1.269788,103.767519
1.000000e+10,-1.040452,83.668260
