Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.190815
1.359356e+06,-0.000009,-0.259386
1.847850e+06,-0.000016,-0.352597
2.511886e+06,-0.000030,-0.479304
3.414549e+06,-0.000055,-0.651542
4.641589e+06,-0.000102,-0.885672
6.309573e+06,-0.000188,-1.203927
8.576959e+06,-0.000348,-1.636523
1.165914e+07,-0.000642,-2.224513
1.584893e+07,-0.001187,-3.023642
2.154435e+07,-0.002192,-4.109543
2.928645e+07,-0.004047,-5.584668
3.981072e+07,-0.007464,-7.587377
5.411695e+07,-0.013749,-10.303491
7.356423e+07,-0.025256,-13.979999
1.000000e+08,-0.046164,-18.938901
1.359356e+08,-0.083636,-25.584864
1.847850e+08,-0.149158,-34.391377
2.511886e+08,-0.258952,-45.835654
3.414549e+08,-0.430454,-60.243535
4.641589e+08,-0.671023,-77.542835
6.309573e+08,-0.961906,-97.056801
8.576959e+08,-1.255422,-117.603401
1.165914e+09,-1.498669,-137.995736
1.584893e+09,-1.661236,-157.595384
2.154435e+09,-1.737842,-176.488723
2.928645e+09,-1.733011,164.742354
3.981072e+09,-1.650051,145.431505
5.411695e+09,-1.493800,125.263142
7.356423e+09,-1.282922,104.604765
1.000000e+10,-1.055625,84.506216
