Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.192036
1.359356e+06,-0.000009,-0.261046
1.847850e+06,-0.000016,-0.354853
2.511886e+06,-0.000030,-0.482371
3.414549e+06,-0.000056,-0.655712
4.641589e+06,-0.000103,-0.891339
6.309573e+06,-0.000191,-1.211630
8.576959e+06,-0.000352,-1.646995
1.165914e+07,-0.000651,-2.238745
1.584893e+07,-0.001202,-3.042982
2.154435e+07,-0.002220,-4.135819
2.928645e+07,-0.004099,-5.620349
3.981072e+07,-0.007561,-7.635789
5.411695e+07,-0.013926,-10.369068
7.356423e+07,-0.025578,-14.068567
1.000000e+08,-0.046747,-19.057878
1.359356e+08,-0.084667,-25.743148
1.847850e+08,-0.150924,-34.598374
2.511886e+08,-0.261804,-46.098537
3.414549e+08,-0.434641,-60.561918
4.641589e+08,-0.676353,-77.902012
6.309573e+08,-0.967483,-97.424866
8.576959e+08,-1.259997,-117.938413
1.165914e+09,-1.501458,-138.260069
1.584893e+09,-1.662334,-157.765587
2.154435e+09,-1.737970,-176.555430
2.928645e+09,-1.733108,164.778882
3.981072e+09,-1.650981,145.563289
5.411695e+09,-1.496084,125.472353
7.356423e+09,-1.286479,104.861943
1.000000e+10,-1.059819,84.775282
