Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.191238
1.359356e+06,-0.000009,-0.259960
1.847850e+06,-0.000016,-0.353378
2.511886e+06,-0.000030,-0.480365
3.414549e+06,-0.000055,-0.652985
4.641589e+06,-0.000102,-0.887632
6.309573e+06,-0.000189,-1.206592
8.576959e+06,-0.000349,-1.640146
1.165914e+07,-0.000645,-2.229438
1.584893e+07,-0.001192,-3.030334
2.154435e+07,-0.002202,-4.118636
2.928645e+07,-0.004065,-5.597017
3.981072e+07,-0.007498,-7.604137
5.411695e+07,-0.013811,-10.326206
7.356423e+07,-0.025369,-14.010708
1.000000e+08,-0.046370,-18.980228
1.359356e+08,-0.084001,-25.640027
1.847850e+08,-0.149787,-34.463959
2.511886e+08,-0.259981,-45.928875
3.414549e+08,-0.431999,-60.358793
4.641589e+08,-0.673073,-77.677863
6.309573e+08,-0.964217,-97.205015
8.576959e+08,-1.257590,-117.756204
1.165914e+09,-1.500346,-138.146875
1.584893e+09,-1.662256,-157.743807
2.154435e+09,-1.738141,-176.638087
2.928645e+09,-1.732510,164.586411
3.981072e+09,-1.648631,145.264874
5.411695e+09,-1.491403,125.086684
7.356423e+09,-1.279697,104.426028
1.000000e+10,-1.051941,84.337150
