Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.187972
1.359356e+06,-0.000008,-0.255520
1.847850e+06,-0.000016,-0.347343
2.511886e+06,-0.000029,-0.472162
3.414549e+06,-0.000053,-0.641834
4.641589e+06,-0.000099,-0.872474
6.309573e+06,-0.000183,-1.185988
8.576959e+06,-0.000337,-1.612140
1.165914e+07,-0.000623,-2.191374
1.584893e+07,-0.001152,-2.978608
2.154435e+07,-0.002127,-4.048363
2.928645e+07,-0.003927,-5.501593
3.981072e+07,-0.007245,-7.474677
5.411695e+07,-0.013346,-10.150861
7.356423e+07,-0.024520,-13.773939
1.000000e+08,-0.044838,-18.662295
1.359356e+08,-0.081289,-25.217379
1.847850e+08,-0.145150,-33.912049
2.511886e+08,-0.252508,-45.229989
3.414549e+08,-0.421077,-59.517337
4.641589e+08,-0.659332,-76.740254
6.309573e+08,-0.950225,-96.269412
8.576959e+08,-1.246833,-116.953860
1.165914e+09,-1.494813,-137.601586
1.584893e+09,-1.661143,-157.542195
2.154435e+09,-1.738530,-176.827034
2.928645e+09,-1.730598,163.991873
3.981072e+09,-1.640816,144.284984
5.411695e+09,-1.475651,123.794479
7.356423e+09,-1.256932,102.956843
1.000000e+10,-1.025721,82.860434
