Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000004,-0.180014
1.359356e+06,-0.000008,-0.244703
1.847850e+06,-0.000014,-0.332639
2.511886e+06,-0.000027,-0.452174
3.414549e+06,-0.000049,-0.614663
4.641589e+06,-0.000091,-0.835541
6.309573e+06,-0.000167,-1.135785
8.576959e+06,-0.000309,-1.543902
1.165914e+07,-0.000572,-2.098629
1.584893e+07,-0.001056,-2.852571
2.154435e+07,-0.001950,-3.877124
2.928645e+07,-0.003601,-5.269049
3.981072e+07,-0.006644,-7.159142
5.411695e+07,-0.012243,-9.723375
7.356423e+07,-0.022508,-13.196416
1.000000e+08,-0.041199,-17.886084
1.359356e+08,-0.074830,-24.183811
1.847850e+08,-0.134045,-32.558434
2.511886e+08,-0.234452,-43.507317
3.414549e+08,-0.394311,-57.426265
4.641589e+08,-0.624937,-74.380790
6.309573e+08,-0.914159,-93.871001
8.576959e+08,-1.217975,-114.837873
1.165914e+09,-1.478920,-136.081838
1.584893e+09,-1.656938,-156.841740
2.154435e+09,-1.739021,-177.062102
2.928645e+09,-1.726421,162.794824
3.981072e+09,-1.623379,142.193550
5.411695e+09,-1.440680,121.002905
7.356423e+09,-1.207343,99.793221
1.000000e+10,-0.969941,79.708251
