Frequency (Hz),S11 (dB),S11 (deg)
1.000000e+06,-0.000005,-0.189017
1.359356e+06,-0.000009,-0.256941
1.847850e+06,-0.000016,-0.349275
2.511886e+06,-0.000029,-0.474788
3.414549e+06,-0.000054,-0.645403
4.641589e+06,-0.000100,-0.877327
6.309573e+06,-0.000185,-1.192583
8.576959e+06,-0.000341,-1.621105
1.165914e+07,-0.000630,-2.203558
1.584893e+07,-0.001165,-2.995165
2.154435e+07,-0.002151,-4.070856
2.928645e+07,-0.003971,-5.532136
3.981072e+07,-0.007325,-7.516110
5.411695e+07,-0.013493,-10.206971
7.356423e+07,-0.024788,-13.849683
1.000000e+08,-0.045321,-18.763949
1.359356e+08,-0.082145,-25.352379
1.847850e+08,-0.146610,-34.088003
2.511886e+08,-0.254852,-45.451985
3.414549e+08,-0.424478,-59.782684
4.641589e+08,-0.663545,-77.031545
6.309573e+08,-0.954364,-96.550839
8.576959e+08,-1.249741,-117.177124
1.165914e+09,-1.495904,-137.719574
1.584893e+09,-1.660870,-157.519444
2.154435e+09,-1.738160,-176.641375
2.928645e+09,-1.731781,164.350481
3.981072e+09,-1.645134,144.810443
5.411695e+09,-1.483964,124.454935
7.356423e+09,-1.268707,103.690042
1.000000e+10,-1.039192,83.587710
